gene,bnumber,COG class,molecular_weight_kDa,sequence_length,condition,copy_number_molecule-per-fL,growth_rate_hr-1,,,
sola,b1059,[e],40.902,372,glucose_minimal,238.828285,0.21,,,
pyrc,b1062,[f],38.827,348,glucose_minimal,2059.941772,0.21,,,
yceb,b1063,,20.5,186,glucose_minimal,83.11820249,0.21,,,
grxb,b1064,[o],24.35,215,glucose_minimal,3066.376177,0.21,,,
yceh,b1067,[s],24.177,215,glucose_minimal,415.5705974,0.21,,,
flgm,b1071,[knu],10.34,97,glucose_minimal,,0.21,,,
flge,b1076,[n],42.045,402,glucose_minimal,,0.21,,,
flgg,b1078,[n],27.744,260,glucose_minimal,,0.21,,,
flgh,b1079,[n],24.615,232,glucose_minimal,,0.21,,,
flgi,b1080,,38.169,365,glucose_minimal,,0.21,,,
rne,b1084,[j],118.2,1061,glucose_minimal,645.64645,0.21,,,
rluc,b1086,[j],36.026,319,glucose_minimal,71.81568447,0.21,,,
ycef,b1087,[d],21.691,194,glucose_minimal,508.2295835,0.21,,,
yced,b1088,[r],19.315,173,glucose_minimal,507.8527783,0.21,,,
rpmf,b1089,[j],6.4463,57,glucose_minimal,9162.007005,0.21,,,
fabh,b1091,[i],33.515,317,glucose_minimal,952.0640887,0.21,,,
fabd,b1092,[i],32.417,309,glucose_minimal,3086.237976,0.21,,,
fabg,b1093,[iqr],25.56,244,glucose_minimal,4126.784037,0.21,,,
acpp,b1094,[iq],8.6394,78,glucose_minimal,17091.28999,0.21,,,
fabf,b1095,[iq],43.045,413,glucose_minimal,535.3488111,0.21,,,
yceg,b1097,[r],38.247,340,glucose_minimal,,0.21,,,
tmk,b1098,[f],23.783,213,glucose_minimal,,0.21,,,
ptsg,b1101,[g],50.676,477,glucose_minimal,4741.127389,0.21,,,
hint,b1103,,13.241,119,glucose_minimal,1963.98143,0.21,,,
lpob,b1105,,22.515,213,glucose_minimal,327.4892292,0.21,,,
nagz,b1107,[g],37.594,341,glucose_minimal,,0.21,,,
ycfp,b1108,,21.226,180,glucose_minimal,1198.938131,0.21,,,
ndh,b1109,[c],47.358,434,glucose_minimal,154.6263578,0.21,,,
mfd,b1114,[lk],129.98,1148,glucose_minimal,62.35424477,0.21,,,
lold,b1117,,25.438,233,glucose_minimal,128.4485996,0.21,,,
lole,b1118,[m],45.344,414,glucose_minimal,,0.21,,,
cobb,b1120,[k],26.716,242,glucose_minimal,303.8954098,0.21,,,
potd,b1123,[e],38.867,348,glucose_minimal,2992.243507,0.21,,,
pota,b1126,[e],43.028,378,glucose_minimal,138.3502947,0.21,,,
pept,b1127,[e],44.923,408,glucose_minimal,198.5857837,0.21,,,
ycfd,b1128,,42.578,373,glucose_minimal,186.2680243,0.21,,,
phop,b1130,[tk],25.535,223,glucose_minimal,1258.700646,0.21,,,
purb,b1131,[f],51.542,456,glucose_minimal,1666.476249,0.21,,,
hfld,b1132,[r],22.947,213,glucose_minimal,20.97419135,0.21,,,
mnma,b1133,,40.959,368,glucose_minimal,243.4681795,0.21,,,
icd,b1136,[c],45.756,416,glucose_minimal,31732.13066,0.21,,,
mine,b1174,[d],10.235,88,glucose_minimal,1549.04169,0.21,,,
mind,b1175,[d],29.614,270,glucose_minimal,4270.245874,0.21,,,
minc,b1176,[d],24.775,231,glucose_minimal,122.2426863,0.21,,,
ycgl,b1179,,11.247,97,glucose_minimal,459.7124253,0.21,,,
ycgm,b1180,[q],23.711,219,glucose_minimal,79.46555953,0.21,,,
nhab,b1186,[p],56.728,513,glucose_minimal,,0.21,,,
fadr,b1187,[k],26.968,239,glucose_minimal,116.0754045,0.21,,,
dada,b1189,[e],47.607,432,glucose_minimal,260.1885081,0.21,,,
dadx,b1190,[m],38.844,356,glucose_minimal,102.6472833,0.21,,,
emta,b1193,[m],22.226,203,glucose_minimal,128.4755289,0.21,,,
ycgr,b1194,,27.857,244,glucose_minimal,43.79555893,0.21,,,
trea,b1197,[g],63.636,565,glucose_minimal,131.4720082,0.21,,,
dham,b1198,,51.448,472,glucose_minimal,68.01357399,0.21,,,
dhal,b1199,[g],22.632,210,glucose_minimal,288.9914187,0.21,,,
dhak,b1200,,38.215,356,glucose_minimal,683.2852454,0.21,,,
ychf,b1203,[j],39.667,363,glucose_minimal,1037.359225,0.21,,,
pth,b1204,[j],21.082,194,glucose_minimal,180.3182096,0.21,,,
prs,b1207,,34.218,315,glucose_minimal,2909.932355,0.21,,,
ispe,b1208,[i],30.925,283,glucose_minimal,80.09344738,0.21,,,
lolb,b1209,[m],23.55,207,glucose_minimal,390.5213083,0.21,,,
prfa,b1211,[j],40.517,360,glucose_minimal,,0.21,,,
kdsa,b1215,[m],30.832,284,glucose_minimal,3340.998669,0.21,,,
chab,b1217,[r],8.9447,76,glucose_minimal,,0.21,,,
ychn,b1219,[p],12.693,117,glucose_minimal,1586.41306,0.21,,,
narl,b1221,[tk],23.927,216,glucose_minimal,476.7803069,0.21,,,
puru,b1232,[f],31.934,280,glucose_minimal,599.3598184,0.21,,,
galu,b1236,[m],32.942,302,glucose_minimal,1857.026766,0.21,,,
hns,b1237,[r],15.539,137,glucose_minimal,48047.93387,0.21,,,
tdk,b1238,[f],23.456,205,glucose_minimal,,0.21,,,
adhe,b1241,[c],96.126,891,glucose_minimal,6074.07763,0.21,,,
oppa,b1243,[e],60.898,543,glucose_minimal,9445.719883,0.21,,,
oppb,b1244,[ep],33.443,306,glucose_minimal,,0.21,,,
oppc,b1245,[ep],33.022,302,glucose_minimal,,0.21,,,
oppd,b1246,,37.188,337,glucose_minimal,68.68367673,0.21,,,
oppf,b1247,[e],37.197,334,glucose_minimal,150.1682117,0.21,,,
ycii,b1251,[s],10.602,98,glucose_minimal,1597.721867,0.21,,,
tonb,b1252,[m],26.094,239,glucose_minimal,,0.21,,,
ycia,b1253,[i],14.23,132,glucose_minimal,94.36501145,0.21,,,
ompw,b1256,[m],22.928,212,glucose_minimal,354.8158351,0.21,,,
ycif,b1258,[s],18.597,166,glucose_minimal,1391.256915,0.21,,,
trpa,b1260,[e],28.724,268,glucose_minimal,2941.239919,0.21,,,
trpb,b1261,[e],42.983,397,glucose_minimal,2024.785557,0.21,,,
trpc,b1262,[e],49.361,452,glucose_minimal,571.3701248,0.21,,,
trpd,b1263,[eh],56.869,531,glucose_minimal,287.0696192,0.21,,,
trpe,b1264,[eh],57.494,520,glucose_minimal,309.8256459,0.21,,,
ycio,b1267,,23.211,206,glucose_minimal,396.3037681,0.21,,,
rlub,b1269,[j],32.711,291,glucose_minimal,198.0143938,0.21,,,
ycik,b1271,[iqr],27.933,252,glucose_minimal,157.8507283,0.21,,,
sohb,b1272,[ou],39.366,349,glucose_minimal,190.9558903,0.21,,,
ycin,b1273,,9.3855,83,glucose_minimal,528.0829761,0.21,,,
topa,b1274,[l],97.349,865,glucose_minimal,235.7955845,0.21,,,
cysb,b1275,[k],36.15,324,glucose_minimal,191.9890932,0.21,,,
acna,b1276,[c],97.676,891,glucose_minimal,1314.39261,0.21,,,
riba,b1277,[h],21.836,196,glucose_minimal,,0.21,,,
ycis,b1279,[s],11.351,102,glucose_minimal,,0.21,,,
pyrf,b1281,[f],26.35,245,glucose_minimal,229.6656554,0.21,,,
ycit,b1284,[kg],27.602,249,glucose_minimal,,0.21,,,
rnb,b1286,[k],72.49,644,glucose_minimal,399.1522735,0.21,,,
yciw,b1287,[s],42.219,375,glucose_minimal,,0.21,,,
fabi,b1288,[i],27.864,262,glucose_minimal,6821.133357,0.21,,,
sapa,b1294,[e],61.564,547,glucose_minimal,,0.21,,,
puua,b1297,,53.177,472,glucose_minimal,,0.21,,,
puud,b1298,,28.013,254,glucose_minimal,273.2036343,0.21,,,
puur,b1299,[k],20.091,185,glucose_minimal,,0.21,,,
puuc,b1300,[c],53.418,495,glucose_minimal,98.91420012,0.21,,,
puue,b1302,[e],44.729,421,glucose_minimal,71.59664336,0.21,,,
pspa,b1304,[kt],25.493,222,glucose_minimal,2148.75367,0.21,,,
pspb,b1305,,8.763,74,glucose_minimal,513.8242968,0.21,,,
tyrr,b1323,[ke],57.655,513,glucose_minimal,52.30180174,0.21,,,
tpx,b1324,[o],17.835,168,glucose_minimal,19188.53094,0.21,,,
mppa,b1329,[e],59.899,537,glucose_minimal,,0.21,,,
uspe,b1333,[t],35.706,316,glucose_minimal,259.4273482,0.21,,,
fnr,b1334,[t],27.967,250,glucose_minimal,2214.692954,0.21,,,
ttca,b1344,,35.561,311,glucose_minimal,,0.21,,,
uspf,b1376,,16.016,144,glucose_minimal,8093.630398,0.21,,,
ompn,b1377,[m],41.219,377,glucose_minimal,,0.21,,,
ydbk,b1378,[c],128.82,1174,glucose_minimal,31.94281925,0.21,,,
ldha,b1380,[chr],36.534,329,glucose_minimal,698.2821572,0.21,,,
paay,b1400,[r],21.324,196,glucose_minimal,,0.21,,,
ydbc,b1406,[c],30.706,286,glucose_minimal,457.3106583,0.21,,,
azor,b1412,[i],21.657,201,glucose_minimal,534.9144593,0.21,,,
hrpa,b1413,,149.03,1300,glucose_minimal,28.32311534,0.21,,,
ydcf,b1414,[s],29.705,266,glucose_minimal,188.2292879,0.21,,,
alda,b1415,[c],52.272,479,glucose_minimal,33062.34372,0.21,,,
trg,b1421,[nt],58.898,546,glucose_minimal,,0.21,,,
ydci,b1422,[k],33.401,307,glucose_minimal,,0.21,,,
opgd,b1424,,62.757,551,glucose_minimal,,0.21,,,
ydch,b1426,,8.8782,74,glucose_minimal,,0.21,,,
tehb,b1430,[qr],22.53,197,glucose_minimal,261.4033598,0.21,,,
ydcl,b1431,,24.427,222,glucose_minimal,2405.093898,0.21,,,
ydcs,b1440,[e],42.295,381,glucose_minimal,918.0197182,0.21,,,
ydct,b1441,,37.04,337,glucose_minimal,,0.21,,,
prr,b1444,,50.829,474,glucose_minimal,835.9903214,0.21,,,
ydcy,b1446,,8.7998,77,glucose_minimal,211.8425205,0.21,,,
cura,b1449,,37.609,345,glucose_minimal,,0.21,,,
ynce,b1452,[s],38.612,353,glucose_minimal,872.4615146,0.21,,,
yddj,b1470,,12.871,111,glucose_minimal,268.7938889,0.21,,,
adhp,b1478,,35.379,336,glucose_minimal,,0.21,,,
maea,b1479,,63.197,565,glucose_minimal,543.7667991,0.21,,,
sra,b1480,,5.0958,45,glucose_minimal,9238.150228,0.21,,,
osmc,b1482,[o],15.088,143,glucose_minimal,13282.85343,0.21,,,
ddpa,b1487,[e],57.641,516,glucose_minimal,46.4207332,0.21,,,
gadc,b1492,[e],55.076,511,glucose_minimal,,0.21,,,
gadb,b1493,[e],52.668,466,glucose_minimal,1135.590859,0.21,,,
yden,b1498,[p],62.801,560,glucose_minimal,280.2165006,0.21,,,
lsrr,b1512,,33.796,317,glucose_minimal,,0.21,,,
lsrb,b1516,[g],36.684,340,glucose_minimal,395.9227341,0.21,,,
lsrf,b1517,[g],31.892,291,glucose_minimal,,0.21,,,
ydej,b1537,[r],18.321,172,glucose_minimal,,0.21,,,
dcp,b1538,[e],77.515,681,glucose_minimal,416.3474562,0.21,,,
ydfg,b1539,[r],27.249,248,glucose_minimal,1883.72774,0.21,,,
gnsb,b1550,,6.5476,57,glucose_minimal,5863.010816,0.21,,,
relb,b1564,[l],9.0714,79,glucose_minimal,,0.21,,,
flxa,b1566,,12.208,110,glucose_minimal,,0.21,,,
dica,b1570,[k],15.656,135,glucose_minimal,,0.21,,,
ynfb,b1583,,12.909,113,glucose_minimal,257.7105745,0.21,,,
speg,b1584,[j],21.887,186,glucose_minimal,306.9872952,0.21,,,
pntb,b1602,[c],48.722,462,glucose_minimal,1217.024068,0.21,,,
pnta,b1603,[c],54.623,510,glucose_minimal,1429.522984,0.21,,,
ydgh,b1604,,33.903,314,glucose_minimal,2351.930725,0.21,,,
rsta,b1608,[tk],26.704,239,glucose_minimal,,0.21,,,
fumc,b1611,[c],50.488,467,glucose_minimal,3293.683446,0.21,,,
fuma,b1612,[c],60.298,548,glucose_minimal,7044.783385,0.21,,,
mana,b1613,,42.849,391,glucose_minimal,1170.933836,0.21,,,
ydga,b1614,[s],54.688,502,glucose_minimal,1243.080918,0.21,,,
uidc,b1615,,46.647,421,glucose_minimal,,0.21,,,
hdha,b1619,[iqr],26.778,255,glucose_minimal,1371.478665,0.21,,,
add,b1623,[f],36.397,333,glucose_minimal,,0.21,,,
gsta,b1635,,22.868,201,glucose_minimal,1750.883373,0.21,,,
pdxy,b1636,[h],31.322,287,glucose_minimal,,0.21,,,
tyrs,b1637,[j],47.526,424,glucose_minimal,839.4265692,0.21,,,
pdxh,b1638,[h],25.545,218,glucose_minimal,468.6753985,0.21,,,
slyb,b1641,,15.601,155,glucose_minimal,5531.044741,0.21,,,
slya,b1642,[k],16.353,144,glucose_minimal,1186.131589,0.21,,,
ydhf,b1647,,33.675,298,glucose_minimal,462.7488212,0.21,,,
nema,b1650,[c],39.516,365,glucose_minimal,,0.21,,,
gloa,b1651,[e],14.92,135,glucose_minimal,480.4782624,0.21,,,
rnt,b1652,[l],23.522,215,glucose_minimal,,0.21,,,
grxd,b1654,,12.879,115,glucose_minimal,3535.016711,0.21,,,
sodb,b1656,[p],21.265,193,glucose_minimal,7357.405303,0.21,,,
purr,b1658,[k],38.174,341,glucose_minimal,805.1789685,0.21,,,
cfa,b1661,[m],43.909,382,glucose_minimal,,0.21,,,
ribc,b1662,[h],23.445,213,glucose_minimal,457.7175632,0.21,,,
ydhq,b1664,[mu],42.876,418,glucose_minimal,70.42639932,0.21,,,
ydhr,b1667,,11.288,101,glucose_minimal,3282.120133,0.21,,,
pykf,b1676,[g],50.729,470,glucose_minimal,6198.093014,0.21,,,
lpp,b1677,[m],8.3234,78,glucose_minimal,206732.2736,0.21,,,
ynhg,b1678,[s],36.082,334,glucose_minimal,84.93787452,0.21,,,
sufs,b1680,[e],44.433,406,glucose_minimal,58.18519382,0.21,,,
sufc,b1682,[o],27.582,248,glucose_minimal,162.0175435,0.21,,,
sufb,b1683,[o],54.745,495,glucose_minimal,12.16251231,0.21,,,
ydii,b1686,[q],14.945,136,glucose_minimal,,0.21,,,
ydij,b1687,[c],113.25,1018,glucose_minimal,214.0929798,0.21,,,
ydik,b1688,[r],39.841,370,glucose_minimal,,0.21,,,
arod,b1693,[e],27.466,252,glucose_minimal,321.6243394,0.21,,,
ppsa,b1702,,87.434,792,glucose_minimal,2367.933609,0.21,,,
ppsr,b1703,,31.211,277,glucose_minimal,,0.21,,,
aroh,b1704,[e],38.735,348,glucose_minimal,126.4291651,0.21,,,
btue,b1710,[o],20.469,183,glucose_minimal,1771.380341,0.21,,,
ihfa,b1712,[l],11.354,99,glucose_minimal,13779.53797,0.21,,,
phet,b1713,[r],87.377,795,glucose_minimal,3402.283206,0.21,,,
phes,b1714,[j],36.831,327,glucose_minimal,4238.386063,0.21,,,
rplt,b1716,[j],13.497,118,glucose_minimal,9995.214896,0.21,,,
rpmi,b1717,,7.2888,65,glucose_minimal,142.3070135,0.21,,,
infc,b1718,[j],20.564,180,glucose_minimal,3623.40426,0.21,,,
thrs,b1719,[j],74.013,642,glucose_minimal,1083.279229,0.21,,,
pfkb,b1723,,32.456,309,glucose_minimal,472.3222129,0.21,,,
ynia,b1725,[g],32.458,286,glucose_minimal,220.0490049,0.21,,,
ynic,b1727,[r],24.33,222,glucose_minimal,366.4379978,0.21,,,
ydjn,b1729,[r],48.661,463,glucose_minimal,1365.269525,0.21,,,
kate,b1732,,84.162,753,glucose_minimal,913.0213561,0.21,,,
chbb,b1738,[g],11.426,106,glucose_minimal,229.2231634,0.21,,,
osme,b1739,,12.021,112,glucose_minimal,13177.62721,0.21,,,
nade,b1740,[h],30.636,275,glucose_minimal,1307.641393,0.21,,,
spy,b1743,[untp],18.199,161,glucose_minimal,,0.21,,,
astc,b1748,[e],43.665,406,glucose_minimal,465.8352534,0.21,,,
xtha,b1749,[l],30.969,268,glucose_minimal,336.9537791,0.21,,,
ynjb,b1754,[r],42.844,388,glucose_minimal,,0.21,,,
ynje,b1757,,48.228,435,glucose_minimal,,0.21,,,
gdha,b1761,[e],48.581,447,glucose_minimal,4054.457961,0.21,,,
seld,b1764,[e],36.687,347,glucose_minimal,812.6527008,0.21,,,
ydja,b1765,[c],20.059,183,glucose_minimal,1517.679194,0.21,,,
sppa,b1766,[ou],67.219,618,glucose_minimal,,0.21,,,
ansa,b1767,[ej],37.127,338,glucose_minimal,65.4658303,0.21,,,
pnca,b1768,,23.362,213,glucose_minimal,,0.21,,,
ydjf,b1770,,28.261,252,glucose_minimal,,0.21,,,
yeac,b1777,,10.338,90,glucose_minimal,,0.21,,,
msrb,b1778,,15.451,137,glucose_minimal,1611.217274,0.21,,,
gapa,b1779,[g],35.532,331,glucose_minimal,31484.96138,0.21,,,
yead,b1780,,32.666,294,glucose_minimal,547.2725246,0.21,,,
mipa,b1782,[m],27.831,248,glucose_minimal,1238.51453,0.21,,,
yeag,b1783,[t],74.479,644,glucose_minimal,612.7555391,0.21,,,
yeak,b1787,[s],17.85,167,glucose_minimal,,0.21,,,
fadd,b1805,[iq],62.331,561,glucose_minimal,90.88452889,0.21,,,
yeay,b1806,[m],20.921,193,glucose_minimal,63.31031392,0.21,,,
yoab,b1809,,12.493,114,glucose_minimal,1219.539192,0.21,,,
yoah,b1811,,6.5542,59,glucose_minimal,,0.21,,,
sdaa,b1814,[e],48.906,454,glucose_minimal,,0.21,,,
manx,b1817,[g],35.047,323,glucose_minimal,17904.45003,0.21,,,
many,b1818,[g],27.635,266,glucose_minimal,413.3353731,0.21,,,
manz,b1819,,30.955,283,glucose_minimal,2861.704817,0.21,,,
cspc,b1823,[k],7.4023,69,glucose_minimal,35274.66531,0.21,,,
yebo,b1825,,10.792,95,glucose_minimal,,0.21,,,
kdgr,b1827,[k],30.029,263,glucose_minimal,394.8406069,0.21,,,
htpx,b1829,[o],31.923,293,glucose_minimal,367.568613,0.21,,,
prc,b1830,[m],76.662,682,glucose_minimal,283.2431267,0.21,,,
proq,b1831,,25.892,232,glucose_minimal,816.1721224,0.21,,,
msrc,b1832,,18.121,165,glucose_minimal,406.5769963,0.21,,,
yebe,b1846,[s],23.687,219,glucose_minimal,,0.21,,,
yebf,b1847,,12.962,118,glucose_minimal,435.2512715,0.21,,,
purt,b1849,[f],42.433,392,glucose_minimal,391.1693731,0.21,,,
eda,b1850,[g],22.284,213,glucose_minimal,2668.966743,0.21,,,
zwf,b1852,[g],55.704,491,glucose_minimal,1235.16478,0.21,,,
yebk,b1853,[k],31.975,289,glucose_minimal,,0.21,,,
pyka,b1854,[g],51.357,480,glucose_minimal,3441.160842,0.21,,,
lpxm,b1855,,37.41,323,glucose_minimal,,0.21,,,
znua,b1857,,33.777,310,glucose_minimal,22.99267139,0.21,,,
ruva,b1861,[l],22.085,203,glucose_minimal,,0.21,,,
yebc,b1864,[s],26.422,246,glucose_minimal,2139.131157,0.21,,,
asps,b1866,[j],65.913,590,glucose_minimal,1501.619399,0.21,,,
yecd,b1867,[q],20.452,188,glucose_minimal,,0.21,,,
cmoa,b1870,,27.776,247,glucose_minimal,85.01694544,0.21,,,
cmob,b1871,,37.006,323,glucose_minimal,,0.21,,,
yecm,b1875,,21.205,188,glucose_minimal,,0.21,,,
args,b1876,[j],64.682,577,glucose_minimal,412.3107658,0.21,,,
yect,b1877,,18.885,162,glucose_minimal,1234.985181,0.21,,,
chez,b1881,[nt],23.976,214,glucose_minimal,65.46003567,0.21,,,
chey,b1882,[t],14.097,129,glucose_minimal,223.2535616,0.21,,,
tap,b1885,[nt],57.511,533,glucose_minimal,,0.21,,,
tar,b1886,[nt],59.943,553,glucose_minimal,101.6585138,0.21,,,
chew,b1887,[nt],18.084,167,glucose_minimal,144.0621715,0.21,,,
chea,b1888,[nt],71.382,654,glucose_minimal,64.90237017,0.21,,,
motb,b1889,[n],34.186,308,glucose_minimal,,0.21,,,
mota,b1890,[n],32.011,295,glucose_minimal,,0.21,,,
flhc,b1891,,21.566,192,glucose_minimal,,0.21,,,
otsa,b1896,[g],53.61,474,glucose_minimal,119.1638155,0.21,,,
araf,b1901,[g],35.54,329,glucose_minimal,626.6912711,0.21,,,
ftna,b1905,,19.424,165,glucose_minimal,882.7351628,0.21,,,
yeca,b1908,[r],25.039,221,glucose_minimal,153.943066,0.21,,,
uvry,b1914,[tk],23.892,218,glucose_minimal,,0.21,,,
yecf,b1915,,8.2385,74,glucose_minimal,,0.21,,,
yecc,b1917,[e],27.677,250,glucose_minimal,139.5250748,0.21,,,
yecs,b1918,[e],24.801,222,glucose_minimal,158.0684654,0.21,,,
dcyd,b1919,,35.153,328,glucose_minimal,568.52425,0.21,,,
fliy,b1920,[et],29.039,266,glucose_minimal,7614.061166,0.21,,,
flic,b1923,[n],51.294,498,glucose_minimal,419.3583938,0.21,,,
amya,b1927,[g],56.639,495,glucose_minimal,106.2722131,0.21,,,
yedd,b1928,,14.983,137,glucose_minimal,674.1491868,0.21,,,
yedf,b1930,[o],8.6389,77,glucose_minimal,,0.21,,,
flif,b1938,[nu],60.588,552,glucose_minimal,,0.21,,,
flig,b1939,[n],36.776,331,glucose_minimal,13.57679494,0.21,,,
flih,b1940,[nu],25.05,228,glucose_minimal,,0.21,,,
flii,b1941,[nu],49.315,457,glucose_minimal,,0.21,,,
flil,b1944,[n],17.221,154,glucose_minimal,,0.21,,,
flin,b1946,[nu],14.855,137,glucose_minimal,,0.21,,,
yedp,b1955,[r],30.439,271,glucose_minimal,,0.21,,,
yedi,b1958,[s],32.19,305,glucose_minimal,,0.21,,,
hcha,b1967,[r],31.19,283,glucose_minimal,1586.769951,0.21,,,
mtfa,b1976,,30.279,265,glucose_minimal,190.6815549,0.21,,,
amn,b1982,[f],53.994,484,glucose_minimal,194.1710009,0.21,,,
yeen,b1983,[s],25.867,238,glucose_minimal,,0.21,,,
erfk,b1990,[s],34.411,310,glucose_minimal,25.96541009,0.21,,,
flu,b2000,,106.82,1039,glucose_minimal,20.23873874,0.21,,,
yeex,b2007,,12.778,109,glucose_minimal,6434.007058,0.21,,,
yeed,b2012,[o],8.1482,75,glucose_minimal,,0.21,,,
plap,b2014,,49.537,452,glucose_minimal,,0.21,,,
yeez,b2016,[mg],29.68,274,glucose_minimal,192.4779305,0.21,,,
hisg,b2019,[e],33.366,299,glucose_minimal,1401.058437,0.21,,,
hisd,b2020,[e],46.11,434,glucose_minimal,724.4520948,0.21,,,
hisc,b2021,[e],39.36,356,glucose_minimal,1184.697174,0.21,,,
hisb,b2022,[e],40.278,355,glucose_minimal,806.2802301,0.21,,,
hish,b2023,[e],21.653,196,glucose_minimal,403.8860603,0.21,,,
hisa,b2024,[e],26.032,245,glucose_minimal,186.1892706,0.21,,,
hisf,b2025,[e],28.454,258,glucose_minimal,355.3871606,0.21,,,
hisi,b2026,[e],22.756,203,glucose_minimal,84.19320135,0.21,,,
cld,b2027,,36.454,326,glucose_minimal,1281.641412,0.21,,,
gnd,b2029,[g],51.481,468,glucose_minimal,7155.267597,0.21,,,
wbbk,b2032,[m],43.188,372,glucose_minimal,124.9674627,0.21,,,
wbbj,b2033,[r],21.675,196,glucose_minimal,,0.21,,,
wbbi,b2034,,37.757,330,glucose_minimal,421.0202786,0.21,,,
glf,b2036,[m],42.965,367,glucose_minimal,574.3316171,0.21,,,
rfbc,b2038,[m],21.27,185,glucose_minimal,100.5481212,0.21,,,
rfba,b2039,[m],32.693,293,glucose_minimal,848.4466968,0.21,,,
rfbd,b2040,[m],32.694,299,glucose_minimal,426.6985783,0.21,,,
rfbb,b2041,[m],40.558,361,glucose_minimal,482.0269341,0.21,,,
galf,b2042,[m],32.829,297,glucose_minimal,1716.065962,0.21,,,
cpsb,b2049,[m],53.016,478,glucose_minimal,,0.21,,,
dcd,b2065,[f],21.249,193,glucose_minimal,196.3433046,0.21,,,
udk,b2066,[f],24.353,213,glucose_minimal,154.5876145,0.21,,,
yege,b2067,,123.89,1105,glucose_minimal,,0.21,,,
baes,b2078,[t],51.991,467,glucose_minimal,,0.21,,,
yegp,b2080,,12.024,110,glucose_minimal,2454.568803,0.21,,,
yegq,b2081,[o],51.193,453,glucose_minimal,157.4837667,0.21,,,
gatd,b2091,[er],37.39,346,glucose_minimal,3987.699529,0.21,,,
gatc,b2092,[g],48.364,451,glucose_minimal,5097.366798,0.21,,,
gatb,b2093,[g],10.222,94,glucose_minimal,75515.25206,0.21,,,
gata,b2094,[gt],16.907,150,glucose_minimal,25950.6385,0.21,,,
gatz,b2095,[g],47.108,420,glucose_minimal,28955.91785,0.21,,,
gaty,b2096,[g],30.812,284,glucose_minimal,55071.58043,0.21,,,
fbab,b2097,,38.109,350,glucose_minimal,4428.047702,0.21,,,
thid,b2103,[h],28.633,266,glucose_minimal,617.5610282,0.21,,,
thim,b2104,[h],27.339,262,glucose_minimal,497.6784875,0.21,,,
rcnr,b2105,,10.134,90,glucose_minimal,858.3341434,0.21,,,
rcnb,b2107,,12.466,112,glucose_minimal,,0.21,,,
mrp,b2113,,39.938,369,glucose_minimal,472.3261406,0.21,,,
metg,b2114,[j],76.254,677,glucose_minimal,954.4186736,0.21,,,
osmf,b2131,,32.609,305,glucose_minimal,478.727057,0.21,,,
bglx,b2132,[g],83.459,765,glucose_minimal,179.1717179,0.21,,,
dld,b2133,[c],64.612,571,glucose_minimal,1126.953326,0.21,,,
pbpg,b2134,[m],33.887,310,glucose_minimal,,0.21,,,
cdd,b2143,[f],31.54,294,glucose_minimal,260.6943393,0.21,,,
mglc,b2148,[g],35.55,336,glucose_minimal,,0.21,,,
mgla,b2149,[g],56.415,506,glucose_minimal,664.7079434,0.21,,,
mglb,b2150,[g],35.712,332,glucose_minimal,67532.65347,0.21,,,
fole,b2153,[h],24.83,222,glucose_minimal,2225.678032,0.21,,,
yeig,b2154,[r],31.259,278,glucose_minimal,,0.21,,,
cira,b2155,[p],73.895,663,glucose_minimal,52.01462202,0.21,,,
lysp,b2156,[e],53.575,489,glucose_minimal,,0.21,,,
nfo,b2159,[l],31.479,285,glucose_minimal,,0.21,,,
psug,b2165,,32.909,312,glucose_minimal,,0.21,,,
frua,b2167,[g],57.518,563,glucose_minimal,63.23396308,0.21,,,
fruk,b2168,[g],33.755,312,glucose_minimal,72.59305706,0.21,,,
frub,b2169,[g],39.647,376,glucose_minimal,119.789301,0.21,,,
yeip,b2171,,21.532,190,glucose_minimal,778.7411699,0.21,,,
spr,b2175,[m],21.04,188,glucose_minimal,,0.21,,,
yejf,b2180,[r],58.725,529,glucose_minimal,27.81190494,0.21,,,
rsua,b2183,[j],25.865,231,glucose_minimal,237.6633378,0.21,,,
rply,b2185,[j],10.693,94,glucose_minimal,17335.46529,0.21,,,
yejk,b2186,[r],37.822,335,glucose_minimal,504.5078231,0.21,,,
yejl,b2187,[s],8.2884,75,glucose_minimal,829.1355028,0.21,,,
narp,b2193,[tk],23.575,215,glucose_minimal,,0.21,,,
eco,b2209,[r],18.192,162,glucose_minimal,,0.21,,,
mqo,b2210,[r],60.229,548,glucose_minimal,,0.21,,,
ompc,b2215,[m],40.368,367,glucose_minimal,54766.60344,0.21,,,
