gene,bnumber,COG class,molecular_weight_kDa,sequence_length,condition,copy_number_molecule-per-fL,growth_rate_hr-1,,,,,,,,,,
held,b0962,[l],77.975,684,rich,,0.22,,,,,,,,,,
mgsa,b0963,[g],16.918,152,rich,565.2308119,0.22,,,,,,,,,,
yccu,b0965,,14.701,137,rich,1028.29178,0.22,,,,,,,,,,
rlmi,b0967,,44.356,396,rich,89.22622285,0.22,,,,,,,,,,
tuse,b0969,,12.41,109,rich,76.05033163,0.22,,,,,,,,,,
gfcd,b0984,,78.686,698,rich,,0.22,,,,,,,,,,
cbpa,b1000,[o],34.455,306,rich,,0.22,,,,,,,,,,
agp,b1002,,45.682,413,rich,2645.484517,0.22,,,,,,,,,,
yccj,b1003,,8.5244,75,rich,992.0855685,0.22,,,,,,,,,,
wrba,b1004,[r],20.845,198,rich,6866.755911,0.22,,,,,,,,,,
puta,b1014,[e],143.81,1320,rich,,0.22,,,,,,,,,,
putp,b1015,[er],54.344,502,rich,,0.22,,,,,,,,,,
efeo,b1018,,41.137,375,rich,366.5852321,0.22,,,,,,,,,,
ghra,b1033,,35.343,312,rich,372.1073253,0.22,,,,,,,,,,
ycdx,b1034,[er],26.89,245,rich,219.5155096,0.22,,,,,,,,,,
ycdy,b1035,[r],20.724,184,rich,247.467997,0.22,,,,,,,,,,
ymdb,b1045,,18.88,177,rich,,0.22,,,,,,,,,,
opgg,b1048,,57.912,511,rich,1011.1442,0.22,,,,,,,,,,
opgh,b1049,,96.936,847,rich,67.73034065,0.22,,,,,,,,,,
msyb,b1051,,14.259,124,rich,507.6806772,0.22,,,,,,,,,,
ycei,b1056,[s],20.912,191,rich,342.4806861,0.22,,,,,,,,,,
sola,b1059,[e],40.902,372,rich,216.4327515,0.22,,,,,,,,,,
pyrc,b1062,[f],38.827,348,rich,2018.614598,0.22,,,,,,,,,,
yceb,b1063,,20.5,186,rich,80.33032136,0.22,,,,,,,,,,
grxb,b1064,[o],24.35,215,rich,2548.350025,0.22,,,,,,,,,,
yceh,b1067,[s],24.177,215,rich,322.5955879,0.22,,,,,,,,,,
flgm,b1071,[knu],10.34,97,rich,,0.22,,,,,,,,,,
flge,b1076,[n],42.045,402,rich,12.81146004,0.22,,,,,,,,,,
flgg,b1078,[n],27.744,260,rich,,0.22,,,,,,,,,,
flgh,b1079,[n],24.615,232,rich,91.54877435,0.22,,,,,,,,,,
flgi,b1080,,38.169,365,rich,,0.22,,,,,,,,,,
rne,b1084,[j],118.2,1061,rich,729.2154003,0.22,,,,,,,,,,
rluc,b1086,[j],36.026,319,rich,74.90748352,0.22,,,,,,,,,,
ycef,b1087,[d],21.691,194,rich,595.4577348,0.22,,,,,,,,,,
yced,b1088,[r],19.315,173,rich,500.6611728,0.22,,,,,,,,,,
rpmf,b1089,[j],6.4463,57,rich,9326.850047,0.22,,,,,,,,,,
fabh,b1091,[i],33.515,317,rich,939.7936872,0.22,,,,,,,,,,
fabd,b1092,[i],32.417,309,rich,3389.190111,0.22,,,,,,,,,,
fabg,b1093,[iqr],25.56,244,rich,4466.537101,0.22,,,,,,,,,,
acpp,b1094,[iq],8.6394,78,rich,19041.19684,0.22,,,,,,,,,,
fabf,b1095,[iq],43.045,413,rich,533.3729392,0.22,,,,,,,,,,
yceg,b1097,[r],38.247,340,rich,10.29840417,0.22,,,,,,,,,,
tmk,b1098,[f],23.783,213,rich,,0.22,,,,,,,,,,
ptsg,b1101,[g],50.676,477,rich,2452.089767,0.22,,,,,,,,,,
hint,b1103,,13.241,119,rich,1855.684981,0.22,,,,,,,,,,
lpob,b1105,,22.515,213,rich,363.0382049,0.22,,,,,,,,,,
nagz,b1107,[g],37.594,341,rich,,0.22,,,,,,,,,,
ycfp,b1108,,21.226,180,rich,1271.283863,0.22,,,,,,,,,,
ndh,b1109,[c],47.358,434,rich,170.935037,0.22,,,,,,,,,,
mfd,b1114,[lk],129.98,1148,rich,83.60427699,0.22,,,,,,,,,,
lold,b1117,,25.438,233,rich,131.7588401,0.22,,,,,,,,,,
lole,b1118,[m],45.344,414,rich,,0.22,,,,,,,,,,
cobb,b1120,[k],26.716,242,rich,312.1802196,0.22,,,,,,,,,,
potd,b1123,[e],38.867,348,rich,3748.350103,0.22,,,,,,,,,,
pota,b1126,[e],43.028,378,rich,129.4319072,0.22,,,,,,,,,,
pept,b1127,[e],44.923,408,rich,182.4536187,0.22,,,,,,,,,,
ycfd,b1128,,42.578,373,rich,182.8151477,0.22,,,,,,,,,,
phop,b1130,[tk],25.535,223,rich,1046.399248,0.22,,,,,,,,,,
purb,b1131,[f],51.542,456,rich,1938.854603,0.22,,,,,,,,,,
hfld,b1132,[r],22.947,213,rich,,0.22,,,,,,,,,,
mnma,b1133,,40.959,368,rich,202.8755192,0.22,,,,,,,,,,
icd,b1136,[c],45.756,416,rich,25935.2615,0.22,,,,,,,,,,
mine,b1174,[d],10.235,88,rich,1743.785338,0.22,,,,,,,,,,
mind,b1175,[d],29.614,270,rich,3991.926243,0.22,,,,,,,,,,
minc,b1176,[d],24.775,231,rich,112.4854809,0.22,,,,,,,,,,
ycgl,b1179,,11.247,97,rich,423.3674807,0.22,,,,,,,,,,
ycgm,b1180,[q],23.711,219,rich,,0.22,,,,,,,,,,
nhab,b1186,[p],56.728,513,rich,,0.22,,,,,,,,,,
fadr,b1187,[k],26.968,239,rich,115.9121722,0.22,,,,,,,,,,
dada,b1189,[e],47.607,432,rich,356.3342036,0.22,,,,,,,,,,
dadx,b1190,[m],38.844,356,rich,201.4041878,0.22,,,,,,,,,,
emta,b1193,[m],22.226,203,rich,96.67366659,0.22,,,,,,,,,,
ycgr,b1194,,27.857,244,rich,30.18429373,0.22,,,,,,,,,,
trea,b1197,[g],63.636,565,rich,116.4060312,0.22,,,,,,,,,,
dham,b1198,,51.448,472,rich,65.40221746,0.22,,,,,,,,,,
dhal,b1199,[g],22.632,210,rich,209.1513274,0.22,,,,,,,,,,
dhak,b1200,,38.215,356,rich,832.1064904,0.22,,,,,,,,,,
ychf,b1203,[j],39.667,363,rich,1212.303136,0.22,,,,,,,,,,
pth,b1204,[j],21.082,194,rich,192.430082,0.22,,,,,,,,,,
prs,b1207,,34.218,315,rich,3305.732885,0.22,,,,,,,,,,
ispe,b1208,[i],30.925,283,rich,,0.22,,,,,,,,,,
lolb,b1209,[m],23.55,207,rich,323.0500479,0.22,,,,,,,,,,
prfa,b1211,[j],40.517,360,rich,,0.22,,,,,,,,,,
kdsa,b1215,[m],30.832,284,rich,3009.421469,0.22,,,,,,,,,,
chab,b1217,[r],8.9447,76,rich,,0.22,,,,,,,,,,
ychn,b1219,[p],12.693,117,rich,2008.160359,0.22,,,,,,,,,,
narl,b1221,[tk],23.927,216,rich,367.9825153,0.22,,,,,,,,,,
puru,b1232,[f],31.934,280,rich,447.7030708,0.22,,,,,,,,,,
galu,b1236,[m],32.942,302,rich,1766.606777,0.22,,,,,,,,,,
hns,b1237,[r],15.539,137,rich,48967.968,0.22,,,,,,,,,,
tdk,b1238,[f],23.456,205,rich,,0.22,,,,,,,,,,
adhe,b1241,[c],96.126,891,rich,5694.465983,0.22,,,,,,,,,,
oppa,b1243,[e],60.898,543,rich,15334.31128,0.22,,,,,,,,,,
oppb,b1244,[ep],33.443,306,rich,,0.22,,,,,,,,,,
oppc,b1245,[ep],33.022,302,rich,,0.22,,,,,,,,,,
oppd,b1246,,37.188,337,rich,113.7059277,0.22,,,,,,,,,,
oppf,b1247,[e],37.197,334,rich,233.8178626,0.22,,,,,,,,,,
ycii,b1251,[s],10.602,98,rich,1229.630137,0.22,,,,,,,,,,
tonb,b1252,[m],26.094,239,rich,,0.22,,,,,,,,,,
ycia,b1253,[i],14.23,132,rich,,0.22,,,,,,,,,,
ompw,b1256,[m],22.928,212,rich,1027.461785,0.22,,,,,,,,,,
ycif,b1258,[s],18.597,166,rich,3484.910645,0.22,,,,,,,,,,
trpa,b1260,[e],28.724,268,rich,1622.625025,0.22,,,,,,,,,,
trpb,b1261,[e],42.983,397,rich,1100.640033,0.22,,,,,,,,,,
trpc,b1262,[e],49.361,452,rich,274.9945532,0.22,,,,,,,,,,
trpd,b1263,[eh],56.869,531,rich,121.8973692,0.22,,,,,,,,,,
trpe,b1264,[eh],57.494,520,rich,145.0925547,0.22,,,,,,,,,,
ycio,b1267,,23.211,206,rich,407.1466431,0.22,,,,,,,,,,
rlub,b1269,[j],32.711,291,rich,209.4208914,0.22,,,,,,,,,,
ycik,b1271,[iqr],27.933,252,rich,141.2843705,0.22,,,,,,,,,,
sohb,b1272,[ou],39.366,349,rich,154.8131891,0.22,,,,,,,,,,
ycin,b1273,,9.3855,83,rich,665.2669496,0.22,,,,,,,,,,
topa,b1274,[l],97.349,865,rich,207.7463632,0.22,,,,,,,,,,
cysb,b1275,[k],36.15,324,rich,189.3744312,0.22,,,,,,,,,,
acna,b1276,[c],97.676,891,rich,1452.479949,0.22,,,,,,,,,,
riba,b1277,[h],21.836,196,rich,101.9256351,0.22,,,,,,,,,,
ycis,b1279,[s],11.351,102,rich,,0.22,,,,,,,,,,
pyrf,b1281,[f],26.35,245,rich,232.1054052,0.22,,,,,,,,,,
ycit,b1284,[kg],27.602,249,rich,,0.22,,,,,,,,,,
rnb,b1286,[k],72.49,644,rich,323.7768953,0.22,,,,,,,,,,
yciw,b1287,[s],42.219,375,rich,,0.22,,,,,,,,,,
fabi,b1288,[i],27.864,262,rich,7615.98294,0.22,,,,,,,,,,
sapa,b1294,[e],61.564,547,rich,,0.22,,,,,,,,,,
puua,b1297,,53.177,472,rich,,0.22,,,,,,,,,,
puud,b1298,,28.013,254,rich,,0.22,,,,,,,,,,
puur,b1299,[k],20.091,185,rich,,0.22,,,,,,,,,,
puuc,b1300,[c],53.418,495,rich,47.27549134,0.22,,,,,,,,,,
puue,b1302,[e],44.729,421,rich,,0.22,,,,,,,,,,
pspa,b1304,[kt],25.493,222,rich,2021.744586,0.22,,,,,,,,,,
pspb,b1305,,8.763,74,rich,472.0687036,0.22,,,,,,,,,,
tyrr,b1323,[ke],57.655,513,rich,42.27287538,0.22,,,,,,,,,,
tpx,b1324,[o],17.835,168,rich,18417.72598,0.22,,,,,,,,,,
mppa,b1329,[e],59.899,537,rich,82.77709218,0.22,,,,,,,,,,
uspe,b1333,[t],35.706,316,rich,539.4917056,0.22,,,,,,,,,,
fnr,b1334,[t],27.967,250,rich,387.5651056,0.22,,,,,,,,,,
ttca,b1344,,35.561,311,rich,,0.22,,,,,,,,,,
uspf,b1376,,16.016,144,rich,9135.866336,0.22,,,,,,,,,,
ompn,b1377,[m],41.219,377,rich,,0.22,,,,,,,,,,
ydbk,b1378,[c],128.82,1174,rich,38.63795784,0.22,,,,,,,,,,
ldha,b1380,[chr],36.534,329,rich,726.8421327,0.22,,,,,,,,,,
paay,b1400,[r],21.324,196,rich,,0.22,,,,,,,,,,
ydbc,b1406,[c],30.706,286,rich,607.0681214,0.22,,,,,,,,,,
azor,b1412,[i],21.657,201,rich,507.050001,0.22,,,,,,,,,,
hrpa,b1413,,149.03,1300,rich,26.7171017,0.22,,,,,,,,,,
ydcf,b1414,[s],29.705,266,rich,179.2664305,0.22,,,,,,,,,,
alda,b1415,[c],52.272,479,rich,27534.45928,0.22,,,,,,,,,,
trg,b1421,[nt],58.898,546,rich,8.489717969,0.22,,,,,,,,,,
ydci,b1422,[k],33.401,307,rich,,0.22,,,,,,,,,,
opgd,b1424,,62.757,551,rich,43.83628657,0.22,,,,,,,,,,
ydch,b1426,,8.8782,74,rich,962.9567489,0.22,,,,,,,,,,
tehb,b1430,[qr],22.53,197,rich,233.112172,0.22,,,,,,,,,,
ydcl,b1431,,24.427,222,rich,2556.939975,0.22,,,,,,,,,,
ydcs,b1440,[e],42.295,381,rich,496.7299555,0.22,,,,,,,,,,
ydct,b1441,,37.04,337,rich,,0.22,,,,,,,,,,
prr,b1444,,50.829,474,rich,1681.272485,0.22,,,,,,,,,,
ydcy,b1446,,8.7998,77,rich,192.4542095,0.22,,,,,,,,,,
cura,b1449,,37.609,345,rich,276.904444,0.22,,,,,,,,,,
ynce,b1452,[s],38.612,353,rich,876.5538281,0.22,,,,,,,,,,
yddj,b1470,,12.871,111,rich,,0.22,,,,,,,,,,
adhp,b1478,,35.379,336,rich,,0.22,,,,,,,,,,
maea,b1479,,63.197,565,rich,541.1595403,0.22,,,,,,,,,,
sra,b1480,,5.0958,45,rich,9095.990484,0.22,,,,,,,,,,
osmc,b1482,[o],15.088,143,rich,14357.55087,0.22,,,,,,,,,,
ddpa,b1487,[e],57.641,516,rich,50.50133527,0.22,,,,,,,,,,
gadc,b1492,[e],55.076,511,rich,629.8243039,0.22,,,,,,,,,,
gadb,b1493,[e],52.668,466,rich,1940.573966,0.22,,,,,,,,,,
yden,b1498,[p],62.801,560,rich,307.6992922,0.22,,,,,,,,,,
lsrr,b1512,,33.796,317,rich,,0.22,,,,,,,,,,
lsrb,b1516,[g],36.684,340,rich,730.4349889,0.22,,,,,,,,,,
lsrf,b1517,[g],31.892,291,rich,376.0160173,0.22,,,,,,,,,,
ydej,b1537,[r],18.321,172,rich,,0.22,,,,,,,,,,
dcp,b1538,[e],77.515,681,rich,436.2918533,0.22,,,,,,,,,,
ydfg,b1539,[r],27.249,248,rich,1870.891909,0.22,,,,,,,,,,
gnsb,b1550,,6.5476,57,rich,7399.923005,0.22,,,,,,,,,,
relb,b1564,[l],9.0714,79,rich,,0.22,,,,,,,,,,
flxa,b1566,,12.208,110,rich,,0.22,,,,,,,,,,
dica,b1570,[k],15.656,135,rich,,0.22,,,,,,,,,,
ynfb,b1583,,12.909,113,rich,240.1882577,0.22,,,,,,,,,,
speg,b1584,[j],21.887,186,rich,257.9265333,0.22,,,,,,,,,,
pntb,b1602,[c],48.722,462,rich,996.8811822,0.22,,,,,,,,,,
pnta,b1603,[c],54.623,510,rich,1077.025434,0.22,,,,,,,,,,
ydgh,b1604,,33.903,314,rich,2529.861854,0.22,,,,,,,,,,
rsta,b1608,[tk],26.704,239,rich,,0.22,,,,,,,,,,
fumc,b1611,[c],50.488,467,rich,3738.472698,0.22,,,,,,,,,,
fuma,b1612,[c],60.298,548,rich,6069.659324,0.22,,,,,,,,,,
mana,b1613,,42.849,391,rich,1271.723212,0.22,,,,,,,,,,
ydga,b1614,[s],54.688,502,rich,1196.061433,0.22,,,,,,,,,,
uidc,b1615,,46.647,421,rich,60.2644444,0.22,,,,,,,,,,
hdha,b1619,[iqr],26.778,255,rich,1368.160924,0.22,,,,,,,,,,
add,b1623,[f],36.397,333,rich,,0.22,,,,,,,,,,
gsta,b1635,,22.868,201,rich,1576.700541,0.22,,,,,,,,,,
pdxy,b1636,[h],31.322,287,rich,,0.22,,,,,,,,,,
tyrs,b1637,[j],47.526,424,rich,689.1469021,0.22,,,,,,,,,,
pdxh,b1638,[h],25.545,218,rich,432.4936312,0.22,,,,,,,,,,
slyb,b1641,,15.601,155,rich,5899.553219,0.22,,,,,,,,,,
slya,b1642,[k],16.353,144,rich,1195.050019,0.22,,,,,,,,,,
ydhf,b1647,,33.675,298,rich,569.7266643,0.22,,,,,,,,,,
nema,b1650,[c],39.516,365,rich,116.921849,0.22,,,,,,,,,,
gloa,b1651,[e],14.92,135,rich,401.4311278,0.22,,,,,,,,,,
rnt,b1652,[l],23.522,215,rich,,0.22,,,,,,,,,,
grxd,b1654,,12.879,115,rich,2824.675869,0.22,,,,,,,,,,
sodb,b1656,[p],21.265,193,rich,7858.664692,0.22,,,,,,,,,,
purr,b1658,[k],38.174,341,rich,856.9079687,0.22,,,,,,,,,,
cfa,b1661,[m],43.909,382,rich,,0.22,,,,,,,,,,
ribc,b1662,[h],23.445,213,rich,361.2028988,0.22,,,,,,,,,,
ydhq,b1664,[mu],42.876,418,rich,83.07978097,0.22,,,,,,,,,,
ydhr,b1667,,11.288,101,rich,3472.979584,0.22,,,,,,,,,,
pykf,b1676,[g],50.729,470,rich,6642.574073,0.22,,,,,,,,,,
lpp,b1677,[m],8.3234,78,rich,146210.2306,0.22,,,,,,,,,,
ynhg,b1678,[s],36.082,334,rich,80.17013181,0.22,,,,,,,,,,
sufs,b1680,[e],44.433,406,rich,55.80785732,0.22,,,,,,,,,,
sufc,b1682,[o],27.582,248,rich,109.1739329,0.22,,,,,,,,,,
sufb,b1683,[o],54.745,495,rich,14.08149515,0.22,,,,,,,,,,
ydii,b1686,[q],14.945,136,rich,312.1446684,0.22,,,,,,,,,,
ydij,b1687,[c],113.25,1018,rich,205.5236444,0.22,,,,,,,,,,
ydik,b1688,[r],39.841,370,rich,,0.22,,,,,,,,,,
arod,b1693,[e],27.466,252,rich,290.2375118,0.22,,,,,,,,,,
ppsa,b1702,,87.434,792,rich,2146.999399,0.22,,,,,,,,,,
ppsr,b1703,,31.211,277,rich,,0.22,,,,,,,,,,
aroh,b1704,[e],38.735,348,rich,74.30894145,0.22,,,,,,,,,,
btue,b1710,[o],20.469,183,rich,1587.059513,0.22,,,,,,,,,,
ihfa,b1712,[l],11.354,99,rich,15213.17412,0.22,,,,,,,,,,
phet,b1713,[r],87.377,795,rich,2900.395112,0.22,,,,,,,,,,
phes,b1714,[j],36.831,327,rich,3520.549488,0.22,,,,,,,,,,
rplt,b1716,[j],13.497,118,rich,9862.350025,0.22,,,,,,,,,,
rpmi,b1717,,7.2888,65,rich,,0.22,,,,,,,,,,
infc,b1718,[j],20.564,180,rich,3522.457591,0.22,,,,,,,,,,
thrs,b1719,[j],74.013,642,rich,1115.230094,0.22,,,,,,,,,,
pfkb,b1723,,32.456,309,rich,439.9252174,0.22,,,,,,,,,,
ynia,b1725,[g],32.458,286,rich,257.7014741,0.22,,,,,,,,,,
ynic,b1727,[r],24.33,222,rich,280.4072755,0.22,,,,,,,,,,
ydjn,b1729,[r],48.661,463,rich,752.6392191,0.22,,,,,,,,,,
kate,b1732,,84.162,753,rich,1199.62489,0.22,,,,,,,,,,
chbb,b1738,[g],11.426,106,rich,501.3553988,0.22,,,,,,,,,,
osme,b1739,,12.021,112,rich,13191.10493,0.22,,,,,,,,,,
nade,b1740,[h],30.636,275,rich,1051.650721,0.22,,,,,,,,,,
spy,b1743,[untp],18.199,161,rich,327.2865388,0.22,,,,,,,,,,
astc,b1748,[e],43.665,406,rich,1080.197768,0.22,,,,,,,,,,
xtha,b1749,[l],30.969,268,rich,353.8899901,0.22,,,,,,,,,,
ynjb,b1754,[r],42.844,388,rich,,0.22,,,,,,,,,,
ynje,b1757,,48.228,435,rich,,0.22,,,,,,,,,,
gdha,b1761,[e],48.581,447,rich,1792.614815,0.22,,,,,,,,,,
seld,b1764,[e],36.687,347,rich,871.4574248,0.22,,,,,,,,,,
ydja,b1765,[c],20.059,183,rich,1243.758793,0.22,,,,,,,,,,
sppa,b1766,[ou],67.219,618,rich,15.75256855,0.22,,,,,,,,,,
ansa,b1767,[ej],37.127,338,rich,,0.22,,,,,,,,,,
pnca,b1768,,23.362,213,rich,,0.22,,,,,,,,,,
ydjf,b1770,,28.261,252,rich,,0.22,,,,,,,,,,
yeac,b1777,,10.338,90,rich,,0.22,,,,,,,,,,
msrb,b1778,,15.451,137,rich,1655.847752,0.22,,,,,,,,,,
gapa,b1779,[g],35.532,331,rich,31390.60191,0.22,,,,,,,,,,
yead,b1780,,32.666,294,rich,545.0876396,0.22,,,,,,,,,,
mipa,b1782,[m],27.831,248,rich,1215.731939,0.22,,,,,,,,,,
yeag,b1783,[t],74.479,644,rich,606.6413915,0.22,,,,,,,,,,
yeak,b1787,[s],17.85,167,rich,221.2116526,0.22,,,,,,,,,,
fadd,b1805,[iq],62.331,561,rich,80.08795909,0.22,,,,,,,,,,
yeay,b1806,[m],20.921,193,rich,83.65000127,0.22,,,,,,,,,,
yoab,b1809,,12.493,114,rich,1225.64935,0.22,,,,,,,,,,
yoah,b1811,,6.5542,59,rich,,0.22,,,,,,,,,,
sdaa,b1814,[e],48.906,454,rich,,0.22,,,,,,,,,,
manx,b1817,[g],35.047,323,rich,9647.370187,0.22,,,,,,,,,,
many,b1818,[g],27.635,266,rich,,0.22,,,,,,,,,,
manz,b1819,,30.955,283,rich,1505.913377,0.22,,,,,,,,,,
cspc,b1823,[k],7.4023,69,rich,35726.81093,0.22,,,,,,,,,,
yebo,b1825,,10.792,95,rich,,0.22,,,,,,,,,,
kdgr,b1827,[k],30.029,263,rich,414.547704,0.22,,,,,,,,,,
htpx,b1829,[o],31.923,293,rich,353.3132213,0.22,,,,,,,,,,
prc,b1830,[m],76.662,682,rich,275.1952171,0.22,,,,,,,,,,
proq,b1831,,25.892,232,rich,754.8522373,0.22,,,,,,,,,,
msrc,b1832,,18.121,165,rich,314.4769252,0.22,,,,,,,,,,
yebe,b1846,[s],23.687,219,rich,,0.22,,,,,,,,,,
yebf,b1847,,12.962,118,rich,507.9796288,0.22,,,,,,,,,,
purt,b1849,[f],42.433,392,rich,442.2107342,0.22,,,,,,,,,,
eda,b1850,[g],22.284,213,rich,2467.932561,0.22,,,,,,,,,,
zwf,b1852,[g],55.704,491,rich,1182.727865,0.22,,,,,,,,,,
yebk,b1853,[k],31.975,289,rich,,0.22,,,,,,,,,,
pyka,b1854,[g],51.357,480,rich,3049.568287,0.22,,,,,,,,,,
lpxm,b1855,,37.41,323,rich,,0.22,,,,,,,,,,
znua,b1857,,33.777,310,rich,29.86284619,0.22,,,,,,,,,,
ruva,b1861,[l],22.085,203,rich,,0.22,,,,,,,,,,
yebc,b1864,[s],26.422,246,rich,1845.21004,0.22,,,,,,,,,,
asps,b1866,[j],65.913,590,rich,1392.794973,0.22,,,,,,,,,,
yecd,b1867,[q],20.452,188,rich,,0.22,,,,,,,,,,
cmoa,b1870,,27.776,247,rich,95.49927137,0.22,,,,,,,,,,
cmob,b1871,,37.006,323,rich,,0.22,,,,,,,,,,
yecm,b1875,,21.205,188,rich,,0.22,,,,,,,,,,
args,b1876,[j],64.682,577,rich,451.3345855,0.22,,,,,,,,,,
yect,b1877,,18.885,162,rich,1581.880977,0.22,,,,,,,,,,
chez,b1881,[nt],23.976,214,rich,67.01467761,0.22,,,,,,,,,,
chey,b1882,[t],14.097,129,rich,231.4450688,0.22,,,,,,,,,,
tap,b1885,[nt],57.511,533,rich,6.455328125,0.22,,,,,,,,,,
tar,b1886,[nt],59.943,553,rich,197.1583883,0.22,,,,,,,,,,
chew,b1887,[nt],18.084,167,rich,123.2924582,0.22,,,,,,,,,,
chea,b1888,[nt],71.382,654,rich,52.557146,0.22,,,,,,,,,,
motb,b1889,[n],34.186,308,rich,,0.22,,,,,,,,,,
mota,b1890,[n],32.011,295,rich,,0.22,,,,,,,,,,
flhc,b1891,,21.566,192,rich,,0.22,,,,,,,,,,
otsa,b1896,[g],53.61,474,rich,172.0558023,0.22,,,,,,,,,,
araf,b1901,[g],35.54,329,rich,606.7403597,0.22,,,,,,,,,,
ftna,b1905,,19.424,165,rich,764.0880015,0.22,,,,,,,,,,
yeca,b1908,[r],25.039,221,rich,151.5189725,0.22,,,,,,,,,,
uvry,b1914,[tk],23.892,218,rich,,0.22,,,,,,,,,,
yecf,b1915,,8.2385,74,rich,,0.22,,,,,,,,,,
yecc,b1917,[e],27.677,250,rich,82.04864243,0.22,,,,,,,,,,
yecs,b1918,[e],24.801,222,rich,129.2869356,0.22,,,,,,,,,,
dcyd,b1919,,35.153,328,rich,492.1207685,0.22,,,,,,,,,,
fliy,b1920,[et],29.039,266,rich,5772.394834,0.22,,,,,,,,,,
flic,b1923,[n],51.294,498,rich,631.7805533,0.22,,,,,,,,,,
amya,b1927,[g],56.639,495,rich,165.3235547,0.22,,,,,,,,,,
yedd,b1928,,14.983,137,rich,655.0089203,0.22,,,,,,,,,,
yedf,b1930,[o],8.6389,77,rich,2535.304639,0.22,,,,,,,,,,
flif,b1938,[nu],60.588,552,rich,,0.22,,,,,,,,,,
flig,b1939,[n],36.776,331,rich,,0.22,,,,,,,,,,
flih,b1940,[nu],25.05,228,rich,,0.22,,,,,,,,,,
flii,b1941,[nu],49.315,457,rich,,0.22,,,,,,,,,,
flil,b1944,[n],17.221,154,rich,335.4213837,0.22,,,,,,,,,,
flin,b1946,[nu],14.855,137,rich,,0.22,,,,,,,,,,
yedp,b1955,[r],30.439,271,rich,,0.22,,,,,,,,,,
yedi,b1958,[s],32.19,305,rich,,0.22,,,,,,,,,,
hcha,b1967,[r],31.19,283,rich,2206.936909,0.22,,,,,,,,,,
mtfa,b1976,,30.279,265,rich,137.0528155,0.22,,,,,,,,,,
amn,b1982,[f],53.994,484,rich,154.350157,0.22,,,,,,,,,,
yeen,b1983,[s],25.867,238,rich,,0.22,,,,,,,,,,
erfk,b1990,[s],34.411,310,rich,,0.22,,,,,,,,,,
flu,b2000,,106.82,1039,rich,,0.22,,,,,,,,,,
yeex,b2007,,12.778,109,rich,5723.727723,0.22,,,,,,,,,,
yeed,b2012,[o],8.1482,75,rich,,0.22,,,,,,,,,,
plap,b2014,,49.537,452,rich,,0.22,,,,,,,,,,
yeez,b2016,[mg],29.68,274,rich,208.5391699,0.22,,,,,,,,,,
hisg,b2019,[e],33.366,299,rich,1006.665873,0.22,,,,,,,,,,
hisd,b2020,[e],46.11,434,rich,498.6203617,0.22,,,,,,,,,,
hisc,b2021,[e],39.36,356,rich,864.5230984,0.22,,,,,,,,,,
hisb,b2022,[e],40.278,355,rich,595.6065381,0.22,,,,,,,,,,
hish,b2023,[e],21.653,196,rich,300.587053,0.22,,,,,,,,,,
hisa,b2024,[e],26.032,245,rich,175.3830372,0.22,,,,,,,,,,
hisf,b2025,[e],28.454,258,rich,293.075743,0.22,,,,,,,,,,
hisi,b2026,[e],22.756,203,rich,60.05287985,0.22,,,,,,,,,,
cld,b2027,,36.454,326,rich,1292.824581,0.22,,,,,,,,,,
gnd,b2029,[g],51.481,468,rich,6352.425633,0.22,,,,,,,,,,
wbbk,b2032,[m],43.188,372,rich,134.3508505,0.22,,,,,,,,,,
wbbj,b2033,[r],21.675,196,rich,,0.22,,,,,,,,,,
wbbi,b2034,,37.757,330,rich,476.4810218,0.22,,,,,,,,,,
glf,b2036,[m],42.965,367,rich,788.6052574,0.22,,,,,,,,,,
rfbc,b2038,[m],21.27,185,rich,,0.22,,,,,,,,,,
rfba,b2039,[m],32.693,293,rich,844.5418823,0.22,,,,,,,,,,
rfbd,b2040,[m],32.694,299,rich,433.7090739,0.22,,,,,,,,,,
rfbb,b2041,[m],40.558,361,rich,499.3609593,0.22,,,,,,,,,,
galf,b2042,[m],32.829,297,rich,1600.729267,0.22,,,,,,,,,,
cpsb,b2049,[m],53.016,478,rich,,0.22,,,,,,,,,,
dcd,b2065,[f],21.249,193,rich,171.0491354,0.22,,,,,,,,,,
udk,b2066,[f],24.353,213,rich,159.5721705,0.22,,,,,,,,,,
yege,b2067,,123.89,1105,rich,,0.22,,,,,,,,,,
baes,b2078,[t],51.991,467,rich,,0.22,,,,,,,,,,
yegp,b2080,,12.024,110,rich,2629.071598,0.22,,,,,,,,,,
yegq,b2081,[o],51.193,453,rich,140.400404,0.22,,,,,,,,,,
gatd,b2091,[er],37.39,346,rich,3678.759841,0.22,,,,,,,,,,
gatc,b2092,[g],48.364,451,rich,6110.958064,0.22,,,,,,,,,,
gatb,b2093,[g],10.222,94,rich,81192.59163,0.22,,,,,,,,,,
gata,b2094,[gt],16.907,150,rich,25805.7047,0.22,,,,,,,,,,
gatz,b2095,[g],47.108,420,rich,30166.70015,0.22,,,,,,,,,,
gaty,b2096,[g],30.812,284,rich,62055.36445,0.22,,,,,,,,,,
fbab,b2097,,38.109,350,rich,6356.898539,0.22,,,,,,,,,,
thid,b2103,[h],28.633,266,rich,551.1093448,0.22,,,,,,,,,,
thim,b2104,[h],27.339,262,rich,464.2223754,0.22,,,,,,,,,,
