go_number,go_term,go_namespace,gene_name
GO:0000049,tRNA binding,molecular_function,alaS
GO:0008270,zinc ion binding,molecular_function,alaS
GO:0005524,ATP binding,molecular_function,alaS
GO:0000166,nucleotide binding,molecular_function,alaS
GO:0006419,alanyl-tRNA aminoacylation,biological_process,alaS
GO:0045892,"negative regulation of transcription, DNA-templated",biological_process,alaS
GO:0004813,alanine-tRNA ligase activity,molecular_function,alaS
GO:0005737,cytoplasm,cellular_component,alaS
GO:0006400,tRNA modification,biological_process,alaS
GO:0016597,amino acid binding,molecular_function,alaS
GO:0008911,lactaldehyde dehydrogenase activity,molecular_function,aldA
GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",molecular_function,aldA
GO:0042802,identical protein binding,molecular_function,aldA
GO:0051289,protein homotetramerization,biological_process,aldA
GO:0005829,cytosol,cellular_component,aldA
GO:0016491,oxidoreductase activity,molecular_function,aldA
GO:0055114,oxidation-reduction process,biological_process,aldA
GO:0019301,rhamnose catabolic process,biological_process,aldA
GO:0042355,L-fucose catabolic process,biological_process,aldA
GO:0050569,glycolaldehyde dehydrogenase activity,molecular_function,aldA
GO:0004777,succinate-semialdehyde dehydrogenase (NAD+) activity,molecular_function,aldA
GO:0009013,succinate-semialdehyde dehydrogenase [NAD(P)+] activity,molecular_function,aldA
GO:0045471,response to ethanol,biological_process,aldB
GO:0004029,aldehyde dehydrogenase (NAD+) activity,molecular_function,aldB
GO:0016491,oxidoreductase activity,molecular_function,aldB
GO:0006974,cellular response to DNA damage stimulus,biological_process,aldB
GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",molecular_function,aldB
GO:0055114,oxidation-reduction process,biological_process,aldB
GO:0006284,base-excision repair,biological_process,alkA
GO:0006281,DNA repair,biological_process,alkA
GO:0003905,alkylbase DNA N-glycosylase activity,molecular_function,alkA
GO:0006974,cellular response to DNA damage stimulus,biological_process,alkA
GO:0006307,DNA dealkylation involved in DNA repair,biological_process,alkA
GO:0005737,cytoplasm,cellular_component,alkA
GO:0005515,protein binding,molecular_function,alkA
GO:0016787,hydrolase activity,molecular_function,alkA
GO:0003824,catalytic activity,molecular_function,alkA
GO:0052822,DNA-3-methylguanine glycosylase activity,molecular_function,alkA
GO:0052821,DNA-7-methyladenine glycosylase activity,molecular_function,alkA
GO:0043916,DNA-7-methylguanine glycosylase activity,molecular_function,alkA
GO:0008725,DNA-3-methyladenine glycosylase activity,molecular_function,alkA
GO:0006285,"base-excision repair, AP site formation",biological_process,alkA
GO:0032131,alkylated DNA binding,molecular_function,alkA
GO:0032993,protein-DNA complex,cellular_component,alkA
GO:0051213,dioxygenase activity,molecular_function,alkB
GO:0070989,oxidative demethylation,biological_process,alkB
GO:0005515,protein binding,molecular_function,alkB
GO:0103053,1-ethyladenine demethylase activity,molecular_function,alkB
GO:0055114,oxidation-reduction process,biological_process,alkB
GO:0046872,metal ion binding,molecular_function,alkB
GO:0016491,oxidoreductase activity,molecular_function,alkB
GO:0006974,cellular response to DNA damage stimulus,biological_process,alkB
GO:0080111,DNA demethylation,biological_process,alkB
GO:0043734,DNA-N1-methyladenine dioxygenase activity,molecular_function,alkB
GO:0042245,RNA repair,biological_process,alkB
GO:0035553,oxidative single-stranded RNA demethylation,biological_process,alkB
GO:0035552,oxidative single-stranded DNA demethylation,biological_process,alkB
GO:0035515,oxidative RNA demethylase activity,molecular_function,alkB
GO:0006307,DNA dealkylation involved in DNA repair,biological_process,alkB
GO:0008198,ferrous iron binding,molecular_function,alkB
GO:0006281,DNA repair,biological_process,alkB
GO:0006145,purine nucleobase catabolic process,biological_process,allA
GO:0016829,lyase activity,molecular_function,allA
GO:0000256,allantoin catabolic process,biological_process,allA
GO:0004848,ureidoglycolate hydrolase activity,molecular_function,allA
GO:0050385,ureidoglycolate lyase activity,molecular_function,allA
GO:0006144,purine nucleobase metabolic process,biological_process,allA
GO:0003677,DNA binding,molecular_function,alpA
GO:0042710,biofilm formation,biological_process,alpA
GO:0045893,"positive regulation of transcription, DNA-templated",biological_process,alpA
GO:0071555,cell wall organization,biological_process,alr
GO:0016853,isomerase activity,molecular_function,alr
GO:0003824,catalytic activity,molecular_function,alr
GO:0030170,pyridoxal phosphate binding,molecular_function,alr
GO:0006522,alanine metabolic process,biological_process,alr
GO:0030632,D-alanine biosynthetic process,biological_process,alr
GO:0009252,peptidoglycan biosynthetic process,biological_process,alr
GO:0008360,regulation of cell shape,biological_process,alr
GO:0008784,alanine racemase activity,molecular_function,alr
GO:0043190,ATP-binding cassette (ABC) transporter complex,cellular_component,alsA
GO:0015593,allose transmembrane transporter activity,molecular_function,alsA
GO:0015754,allose transmembrane transport,biological_process,alsA
GO:0015749,monosaccharide transmembrane transport,biological_process,alsA
GO:0016887,ATPase activity,molecular_function,alsA
GO:0005886,plasma membrane,cellular_component,alsA
GO:0016787,hydrolase activity,molecular_function,alsA
GO:0016020,membrane,cellular_component,alsA
GO:0008643,carbohydrate transport,biological_process,alsA
GO:0005524,ATP binding,molecular_function,alsA
GO:0000166,nucleotide binding,molecular_function,alsA
GO:0015407,ATPase-coupled monosaccharide transmembrane transporter activity,molecular_function,alsA
GO:0048029,monosaccharide binding,molecular_function,alsB
GO:0015754,allose transmembrane transport,biological_process,alsB
GO:0030288,outer membrane-bounded periplasmic space,cellular_component,alsB
GO:0042597,periplasmic space,cellular_component,alsB
GO:0008643,carbohydrate transport,biological_process,alsB
GO:0055085,transmembrane transport,biological_process,alsC
GO:0022857,transmembrane transporter activity,molecular_function,alsC
GO:0043190,ATP-binding cassette (ABC) transporter complex,cellular_component,alsC
GO:0015593,allose transmembrane transporter activity,molecular_function,alsC
GO:0015754,allose transmembrane transport,biological_process,alsC
GO:0005887,integral component of plasma membrane,cellular_component,alsC
GO:0005886,plasma membrane,cellular_component,alsC
GO:0016021,integral component of membrane,cellular_component,alsC
GO:0016020,membrane,cellular_component,alsC
GO:0008643,carbohydrate transport,biological_process,alsC
GO:0019316,D-allose catabolic process,biological_process,alsE
GO:0016857,"racemase and epimerase activity, acting on carbohydrates and derivatives",molecular_function,alsE
GO:0016853,isomerase activity,molecular_function,alsE
GO:0005975,carbohydrate metabolic process,biological_process,alsE
GO:0003824,catalytic activity,molecular_function,alsE
GO:0046872,metal ion binding,molecular_function,alsE
GO:0044262,cellular carbohydrate metabolic process,biological_process,alsE
GO:0034700,allulose 6-phosphate 3-epimerase activity,molecular_function,alsE
GO:0005829,cytosol,cellular_component,alsE
GO:0004750,ribulose-phosphate 3-epimerase activity,molecular_function,alsE
GO:0019323,pentose catabolic process,biological_process,alsE
GO:0009052,"pentose-phosphate shunt, non-oxidative branch",biological_process,alsE
GO:0019200,carbohydrate kinase activity,molecular_function,alsK
GO:0051156,glucose 6-phosphate metabolic process,biological_process,alsK
GO:0046835,carbohydrate phosphorylation,biological_process,alsK
GO:0016740,transferase activity,molecular_function,alsK
GO:0016301,kinase activity,molecular_function,alsK
GO:0005975,carbohydrate metabolic process,biological_process,alsK
GO:0016310,phosphorylation,biological_process,alsK
GO:0000166,nucleotide binding,molecular_function,alsK
GO:0005524,ATP binding,molecular_function,alsK
GO:0004340,glucokinase activity,molecular_function,alsK
GO:0019316,D-allose catabolic process,biological_process,alsK
GO:0008787,allose kinase activity,molecular_function,alsK
GO:0019262,N-acetylneuraminate catabolic process,biological_process,alsK
GO:0009384,N-acylmannosamine kinase activity,molecular_function,alsK
GO:0042597,periplasmic space,cellular_component,amiA
GO:0008745,N-acetylmuramoyl-L-alanine amidase activity,molecular_function,amiA
GO:0030288,outer membrane-bounded periplasmic space,cellular_component,amiA
GO:0071236,cellular response to antibiotic,biological_process,amiA
GO:0051301,cell division,biological_process,amiA
GO:0008270,zinc ion binding,molecular_function,amiA
GO:0071555,cell wall organization,biological_process,amiA
GO:0016787,hydrolase activity,molecular_function,amiA
GO:0009253,peptidoglycan catabolic process,biological_process,amiA
GO:0000910,cytokinesis,biological_process,amiA
GO:0008745,N-acetylmuramoyl-L-alanine amidase activity,molecular_function,amiB
GO:0030288,outer membrane-bounded periplasmic space,cellular_component,amiB
GO:0051301,cell division,biological_process,amiB
GO:0043093,FtsZ-dependent cytokinesis,biological_process,amiB
GO:0071555,cell wall organization,biological_process,amiB
GO:0016787,hydrolase activity,molecular_function,amiB
GO:0009253,peptidoglycan catabolic process,biological_process,amiB
GO:0042597,periplasmic space,cellular_component,amiB
GO:0000910,cytokinesis,biological_process,amiB
GO:0042597,periplasmic space,cellular_component,amiC
GO:0008745,N-acetylmuramoyl-L-alanine amidase activity,molecular_function,amiC
GO:0051301,cell division,biological_process,amiC
GO:0071555,cell wall organization,biological_process,amiC
GO:0043093,FtsZ-dependent cytokinesis,biological_process,amiC
GO:0016787,hydrolase activity,molecular_function,amiC
GO:0009253,peptidoglycan catabolic process,biological_process,amiC
GO:0030288,outer membrane-bounded periplasmic space,cellular_component,amiC
GO:0000910,cytokinesis,biological_process,amiC
GO:0046033,AMP metabolic process,biological_process,amn
GO:0016787,hydrolase activity,molecular_function,amn
GO:0003824,catalytic activity,molecular_function,amn
GO:0009116,nucleoside metabolic process,biological_process,amn
GO:0044209,AMP salvage,biological_process,amn
GO:0005829,cytosol,cellular_component,amn
GO:0008152,metabolic process,biological_process,amn
GO:0008714,AMP nucleosidase activity,molecular_function,amn
GO:0008800,beta-lactamase activity,molecular_function,ampC
GO:0016787,hydrolase activity,molecular_function,ampC
GO:0030288,outer membrane-bounded periplasmic space,cellular_component,ampC
GO:0017001,antibiotic catabolic process,biological_process,ampC
GO:0046677,response to antibiotic,biological_process,ampC
GO:0042597,periplasmic space,cellular_component,ampC
GO:0008745,N-acetylmuramoyl-L-alanine amidase activity,molecular_function,ampD
GO:0009392,N-acetyl-anhydromuramoyl-L-alanine amidase activity,molecular_function,ampD
GO:0071555,cell wall organization,biological_process,ampD
GO:0016787,hydrolase activity,molecular_function,ampD
GO:0009253,peptidoglycan catabolic process,biological_process,ampD
GO:0046872,metal ion binding,molecular_function,ampD
GO:0005737,cytoplasm,cellular_component,ampD
GO:0009254,peptidoglycan turnover,biological_process,ampD
GO:0005887,integral component of plasma membrane,cellular_component,ampE
GO:0016020,membrane,cellular_component,ampE
GO:0005886,plasma membrane,cellular_component,ampE
GO:0016021,integral component of membrane,cellular_component,ampE
GO:0046677,response to antibiotic,biological_process,ampE
GO:1902600,proton transmembrane transport,biological_process,ampG
GO:0055085,transmembrane transport,biological_process,ampG
GO:0005886,plasma membrane,cellular_component,ampG
GO:0016021,integral component of membrane,cellular_component,ampG
GO:0016020,membrane,cellular_component,ampG
GO:0015835,peptidoglycan transport,biological_process,ampG
GO:0015295,solute:proton symporter activity,molecular_function,ampG
GO:0000270,peptidoglycan metabolic process,biological_process,ampG
GO:0071555,cell wall organization,biological_process,ampH
GO:0016787,hydrolase activity,molecular_function,ampH
GO:0008233,peptidase activity,molecular_function,ampH
GO:0016020,membrane,cellular_component,ampH
GO:0009253,peptidoglycan catabolic process,biological_process,ampH
GO:0008360,regulation of cell shape,biological_process,ampH
GO:0006508,proteolysis,biological_process,ampH
GO:0005886,plasma membrane,cellular_component,ampH
GO:0004180,carboxypeptidase activity,molecular_function,ampH
GO:0004175,endopeptidase activity,molecular_function,ampH
GO:0008658,penicillin binding,molecular_function,ampH
GO:0042802,identical protein binding,molecular_function,amtB
GO:0005515,protein binding,molecular_function,amtB
GO:0016021,integral component of membrane,cellular_component,amtB
GO:0016020,membrane,cellular_component,amtB
GO:0005886,plasma membrane,cellular_component,amtB
GO:0072488,ammonium transmembrane transport,biological_process,amtB
