,complex,gene,object_id
1526,tRNA cytosine$^32$ 2-sulfurtransferase TtcA,ttcA,CPLX0-8124
1527,"L(+)-tartrate dehydratase subunit $\alpha$ // ""L(+)-tartrate dehydratase subunit $\beta$""",ttdA,LTARTDEHYDRA-CPLX
1528,"L(+)-tartrate dehydratase subunit $\alpha$ // ""L(+)-tartrate dehydratase subunit $\beta$""",ttdB,LTARTDEHYDRA-CPLX
1529,sulfurtransferase complex TusBCD,tusB,CPLX-3942
1530,sulfurtransferase complex TusBCD,tusC,CPLX-3942
1531,sulfurtransferase complex TusBCD,tusD,CPLX-3942
1532,copper-containing amine oxidase,tynA,AMINEOXID-CPLX
1533,fused chorismate mutase/prephenate dehydrogenase,tyrA,CHORISMUTPREPHENDEHYDROG-CPLX
1534,tyrosine aminotransferase,tyrB,TYRB-DIMER
1535,tyrosine$\mdash$tRNA ligase,tyrS,TYRS-CPLX
1536,3-octaprenyl-4-hydroxybenzoate decarboxylase,ubiD,CPLX0-301
1537,Ubi complex,ubiK,CPLX0-8301
1538,Ubi complex,ubiJ,CPLX0-8301
1539,Ubi complex,ubiI,CPLX0-8301
1540,Ubi complex,ubiH,CPLX0-8301
1541,Ubi complex,ubiG,CPLX0-8301
1542,Ubi complex,ubiF,CPLX0-8301
1543,Ubi complex,ubiE,CPLX0-8301
1544,ubiquinone biosynthesis complex UbiUV,ubiV,CPLX0-8308
1545,ubiquinone biosynthesis complex UbiUV,ubiU,CPLX0-8308
1546,uridine phosphorylase,udp,URPHOS-CPLX
1547,UDP-glucose 6-dehydrogenase,ugd,CPLX0-8098
1548,{\it sn}-glycerol 3-phosphate / glycerophosphodiester ABC transporter,ugpC,ABC-34-CPLX
1549,{\it sn}-glycerol 3-phosphate / glycerophosphodiester ABC transporter,ugpA,ABC-34-CPLX
1550,{\it sn}-glycerol 3-phosphate / glycerophosphodiester ABC transporter,ugpE,ABC-34-CPLX
1551,{\it sn}-glycerol 3-phosphate / glycerophosphodiester ABC transporter,ugpB,ABC-34-CPLX
1552,UhpA-Phosphorylated DNA-binding transcriptional activator,uhpA,CPLX0-7754
1553,$\beta$-glucuronidase,uidA,CPLX0-7662
1554,L-ascorbate specific PTS enzyme II,ulaC,EIISGA
1555,L-ascorbate specific PTS enzyme II,ulaB,EIISGA
1556,L-ascorbate specific PTS enzyme II,ulaA,EIISGA
1557,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,ulaD,CPLX0-7744
1558,L-ascorbate-6-phosphate lactonase,ulaG,CPLX0-7848
1559,DNA polymerase V,umuC,CPLX0-3925
1560,DNA polymerase V,umuD,CPLX0-3925
1561,uracil phosphoribosyltransferase,upp,URACIL-PRIBOSYLTRANS-CPLX
1562,"{\it ditrans,polycis}-undecaprenyl-diphosphate synthase [(2{\it E},6{\it E})-farnesyl-diphosphate specific]",uppS,UPPSYN-CPLX
1563,uracil:H$^+$ symporter UraA,uraA,CPLX0-8247
1564,universal stress protein G,uspG,CPLX0-3939
1565,excision nuclease UvrABC,uvrB,UVRABC-CPLX
1566,excision nuclease UvrABC,uvrC,UVRABC-CPLX
1567,excision nuclease UvrABC,uvrA,UVRABC-CPLX
1568,DNA helicase II,uvrD,CPLX0-8111
1569,UDP-{\it N}-acetylglucosamine 2-epimerase,wecB,CPLX0-8008
1570,UDP-{\it N}-acetyl-D-mannosamine dehydrogenase,wecC,CPLX0-8013
1571,dTDP-4-dehydro-6-deoxy-D-glucose transaminase,wecE,CPLX0-7990
1572,NAD(P)H:quinone oxidoreductase,wrbA,CPLX0-7632
1573,polysaccharide export complex,wza,CPLX0-7529
1574,polysaccharide export complex,wzc,CPLX0-7529
1575,Enterobacterial Common Antigen Biosynthesis Protein Complex,wzxE,CPLX0-3976
1576,Enterobacterial Common Antigen Biosynthesis Protein Complex,wzyE,CPLX0-3976
1577,Enterobacterial Common Antigen Biosynthesis Protein Complex,wzzE,CPLX0-3976
1578,xanthosine phosphorylase,xapA,XANTHOSINEPHOSPHORY-CPLX
1579,putative xanthine dehydrogenase,xdhA,CPLX0-761
1580,putative xanthine dehydrogenase,xdhB,CPLX0-761
1581,putative xanthine dehydrogenase,xdhC,CPLX0-761
1582,predicted xanthine dehydrogenase,xdhD,CPLX0-1841
1583,predicted xanthine dehydrogenase,ygfM,CPLX0-1841
1584,Xer site-specific recombination system,xerC,CPLX0-3959
1585,Xer site-specific recombination system,xerD,CPLX0-3959
1586,exodeoxyribonuclease VII,xseA,CPLX-3946
1587,exodeoxyribonuclease VII,xseB,CPLX-3946
1588,xylose isomerase,xylA,XYLISOM-CPLX
1589,xylulokinase,xylB,CPLX0-7466
1590,xylose ABC transporter,xylG,ABC-33-CPLX
1591,xylose ABC transporter,xylH,ABC-33-CPLX
1592,xylose ABC transporter,xylF,ABC-33-CPLX
1593,"putative transport complex, ABC superfamily",yadG,ABC-21-CPLX
1594,"putative transport complex, ABC superfamily",yadH,ABC-21-CPLX
1595,DinJ-YafQ antitoxin/toxin complex / DNA-binding transcriptional repressor,yafQ,CPLX0-7787
1596,DinJ-YafQ antitoxin/toxin complex / DNA-binding transcriptional repressor,dinJ,CPLX0-7787
1597,CP4-6 prophage; putative 2-dehydro-3-deoxygluconate aldolase,yagE,CPLX0-7940
1598,protein/nucleic acid deglycase 3,yajL,CPLX0-7960
1599,putative nucleoid-associated protein YbaB,ybaB,CPLX0-7816
1600,"putative transport complex, ABC superfamily",ybbP,ABC-61-CPLX
1601,"putative transport complex, ABC superfamily",ybbA,ABC-61-CPLX
1602,DLP12 prophage; DNA base-flipping protein,ybcN,CPLX0-8129
1603,miniconductance mechanosensitive channel YbdG,ybdG,CPLX0-7981
1604,carboxylate-amine ligase,ybdK,CPLX0-7827
1605,radiation resistance protein YbgI,ybgI,CPLX0-1863
1606,putative ABC exporter YbhFSR,ybhS,ABC-57-CPLX
1607,putative ABC exporter YbhFSR,ybhR,ABC-57-CPLX
1608,putative ABC exporter YbhFSR,ybhF,ABC-57-CPLX
1609,nonspecific DNA-binding protein YbiB,ybiB,CPLX0-8184
1610,moderate conductance mechanosensitive channel YbiO,ybiO,CPLX0-7983
1611,putative hydrolase,ycaC,CPLX0-661
1612,zinc-binding phosphatase YcdX,ycdX,CPLX0-7945
1613,redox-responsive ATPase YchF,ychF,CPLX0-8240
1614,DUF892 domain-containing protein YciF,yciF,CPLX0-7444
1615,"putative transport complex, ABC superfamily",ycjP,ABC-55-CPLX
1616,"putative transport complex, ABC superfamily",ycjO,ABC-55-CPLX
1617,"putative transport complex, ABC superfamily",ycjN,ABC-55-CPLX
1618,"putative transport complex, ABC superfamily",ycjV,ABC-55-CPLX
1619,"putative transport complex, ABC superfamily",ydcS,ABC-51-CPLX
1620,"putative transport complex, ABC superfamily",ydcT,ABC-51-CPLX
1621,"putative transport complex, ABC superfamily",ydcV,ABC-51-CPLX
1622,"putative transport complex, ABC superfamily",ydcU,ABC-51-CPLX
1623,3-hydroxy acid dehydrogenase,ydfG,CPLX0-1962
1624,DUF945 domain-containing protein YdgA,ydgA,CPLX0-8281
1625,putative monooxygenase YdhR,ydhR,CPLX0-3923
1626,quinate/shikimate dehydrogenase,ydiB,CPLX0-7462
1627,PF10636 family protein YdiE,ydiE,CPLX0-8185
1628,putative oxidoreductase YdjA,ydjA,CPLX0-7668
1629,2Fe-2S cluster-containing protein YeaW,yeaW,CPLX0-7675
1630,carnitine monooxygenase,yeaX,CPLX0-8232
1631,carnitine monooxygenase,yeaW,CPLX0-8232
1632,antitoxin/DNA-binding transcriptional repressor YefM,yefM,CPLX0-7929
1633,{\it S}-formylglutathione hydrolase / {\it S}-lactoylglutathione hydrolase,yeiG,CPLX0-3954
1634,"putative oligopeptide ABC transporter ATP binding subunit YejF // ""putative oligopeptide ABC transporter membrane subunit YejB"" // ""putative oligopeptide ABC transporter membrane subunit YejE"" // ""putative oligopeptide ABC transporter periplasmic binding protein YejA""",yejF,ABC-41-CPLX
1635,"putative oligopeptide ABC transporter ATP binding subunit YejF // ""putative oligopeptide ABC transporter membrane subunit YejB"" // ""putative oligopeptide ABC transporter membrane subunit YejE"" // ""putative oligopeptide ABC transporter periplasmic binding protein YejA""",yejB,ABC-41-CPLX
1636,"putative oligopeptide ABC transporter ATP binding subunit YejF // ""putative oligopeptide ABC transporter membrane subunit YejB"" // ""putative oligopeptide ABC transporter membrane subunit YejE"" // ""putative oligopeptide ABC transporter periplasmic binding protein YejA""",yejE,ABC-41-CPLX
1637,"putative oligopeptide ABC transporter ATP binding subunit YejF // ""putative oligopeptide ABC transporter membrane subunit YejB"" // ""putative oligopeptide ABC transporter membrane subunit YejE"" // ""putative oligopeptide ABC transporter periplasmic binding protein YejA""",yejA,ABC-41-CPLX
1638,2-keto-3-deoxy-L-rhamnonate aldolase,yfaU,CPLX0-7723
1639,dCMP phosphohydrolase,yfbR,CPLX0-7625
1640,phosphodiesterase YfcE,yfcE,CPLX0-8248
1641,disulfide reductase,yfcG,CPLX0-7806
1642,acetyl-CoA:oxalate CoA-transferase,yfdE,CPLX0-8032
1643,thiosulfate sulfurtransferase YgaP,ygaP,CPLX0-8219
1644,L-valine exporter,ygaZ,CPLX0-7684
1645,L-valine exporter,ygaH,CPLX0-7684
1646,amino acid racemase YgeA,ygeA,CPLX0-8251
1647,putative carbamoyltransferase YgeW,ygeW,CPLX0-7933
1648,"2,3-diaminopropionate ammonia-lyase",ygeX,CPLX0-1401
1649,"fructose 1,6-bisphosphatase YggF",yggF,CPLX0-7776
1650,disulfide reductase / organic hydroperoxide reductase,yghU,CPLX0-7917
1651,putative quinol monooxygenase YgiN,ygiN,CPLX0-3141
1652,putative tRNA-binding protein YgjH,ygjH,CPLX0-8269
1653,nucleoside triphosphate pyrophosphatase YhdE,yhdE,CPLX0-8106
1654,acrylyl-CoA reductase,yhdH,CPLX0-8121
1655,"putative transport complex, ABC superfamily",yhdZ,ABC-52-CPLX
1656,"putative transport complex, ABC superfamily",yhdY,ABC-52-CPLX
1657,"putative transport complex, ABC superfamily",yhdX,ABC-52-CPLX
1658,"putative transport complex, ABC superfamily",yhdW,ABC-52-CPLX
1659,"2,3-diketo-L-gulonate reductase",yiaK,CPLX0-2061
1660,"2,3-diketo-L-gulonate:Na$^+$ symporter - periplasmic binding protein // ""2,3-diketo-L-gulonate:Na$^+$ symporter - membrane subunit"" // ""2,3-diketo-L-gulonate:Na$^+$ symporter - membrane subunit""",yiaO,TRANS-CPLX-203
1661,"2,3-diketo-L-gulonate:Na$^+$ symporter - periplasmic binding protein // ""2,3-diketo-L-gulonate:Na$^+$ symporter - membrane subunit"" // ""2,3-diketo-L-gulonate:Na$^+$ symporter - membrane subunit""",yiaN,TRANS-CPLX-203
1662,"2,3-diketo-L-gulonate:Na$^+$ symporter - periplasmic binding protein // ""2,3-diketo-L-gulonate:Na$^+$ symporter - membrane subunit"" // ""2,3-diketo-L-gulonate:Na$^+$ symporter - membrane subunit""",yiaM,TRANS-CPLX-203
1663,$\alpha$-D-xyloside xylohydrolase,yicI,CPLX0-3901
1664,Sec translocon accessory complex,yidC,SECD-SECF-YAJC-YIDC-CPLX
1665,Sec translocon accessory complex,yajC,SECD-SECF-YAJC-YIDC-CPLX
1666,Sec translocon accessory complex,secF,SECD-SECF-YAJC-YIDC-CPLX
1667,Sec translocon accessory complex,secD,SECD-SECF-YAJC-YIDC-CPLX
1668,chromate reductase,yieF,CPLX0-3121
1669,Der GTPase-activating protein YihI,yihI,CPLX0-7853
1670,sulfoquinovose isomerase,yihS,CPLX0-7683
1671,3-sulfolactaldehyde reductase,yihU,CPLX0-7794
1672,2-amino-6-{\it N}-hydroxylaminopurine resistance protein,yiiM,CPLX0-8259
1673,galactofuranose ABC transporter,yjfF,ABC-46-CPLX
1674,galactofuranose ABC transporter,ytfR,ABC-46-CPLX
1675,galactofuranose ABC transporter,ytfT,ABC-46-CPLX
1676,galactofuranose ABC transporter,ytfQ,ABC-46-CPLX
1677,carboxylesterase,yjfP,CPLX0-8214
1678,ITPase/XTPase,yjjX,CPLX0-3948
1679,predicted rRNA methyltransferase,yjtD,CPLX0-7422
1680,"2'-{\it O}-acetyl-ADP-ribose deacetylase, regulator of RNase III activity",ymdB,CPLX0-7758
1681,small conductance mechanosensitive channel YnaI,ynaI,CPLX0-7982
1682,selenate reductase,ynfE,CPLX0-1601
1683,selenate reductase,ynfF,CPLX0-1601
1684,selenate reductase,ynfG,CPLX0-1601
1685,selenate reductase,ynfH,CPLX0-1601
1686,"putative transport complex, ABC superfamily",ynjC,ABC-48-CPLX
1687,"putative transport complex, ABC superfamily",ynjD,ABC-48-CPLX
1688,"putative transport complex, ABC superfamily",ynjB,ABC-48-CPLX
1689,ribosome-dependent mRNA interferase toxin YoeB,yoeB,CPLX0-8311
1690,YefM-YoeB antitoxin/toxin complex / DNA-binding transcriptional repressor,yoeB,CPLX0-3781
1691,YefM-YoeB antitoxin/toxin complex / DNA-binding transcriptional repressor,yefM,CPLX0-3781
1692,aminopeptidase YpdF,ypdF,CPLX0-8290
1693,"putative transport complex, ABC superfamily",yphD,ABC-60-CPLX
1694,"putative transport complex, ABC superfamily",yphF,ABC-60-CPLX
1695,"putative transport complex, ABC superfamily",yphE,ABC-60-CPLX
1696,NADPH-dependent aldehyde reductase YqhD,yqhD,CPLX0-7667
1697,glutathionyl-hydroquinone reductase YqjG,yqjG,CPLX0-7984
1698,cell division protein ZapA,zapA,CPLX0-7538
1699,cell division factor ZapB,zapB,CPLX0-7686
1700,cell division factor ZapD,zapD,CPLX0-7973
1701,ZntR-Zn$^2+$ DNA-binding transcriptional activator,zntR,CPLX0-7678
1702,"Zn$^2+$ ABC transporter ATP binding subunit // ""Zn$^2+$ ABC transporter membrane subunit"" // ""Zn$^2+$ ABC transporter periplasmic binding protein""",znuC,ABC-63-CPLX
1703,"Zn$^2+$ ABC transporter ATP binding subunit // ""Zn$^2+$ ABC transporter membrane subunit"" // ""Zn$^2+$ ABC transporter periplasmic binding protein""",znuB,ABC-63-CPLX
1704,"Zn$^2+$ ABC transporter ATP binding subunit // ""Zn$^2+$ ABC transporter membrane subunit"" // ""Zn$^2+$ ABC transporter periplasmic binding protein""",znuA,ABC-63-CPLX
1705,signaling pathway modulator ZraP,zraP,CPLX0-8204
1706,DNA-binding transcriptional repressor Zur,zur,CPLX0-7679
