aggregation_method,category,concentration_uM,condition,dataset,dataset_name,growth_rate_hr,n_complex,name,rate,rate_units,shorthand,volume
sum total,transport,0.4844854737666521,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,250.911150979959,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,0.86
sum total,transport,0.0006037202165316537,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,0.3126618703800112,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,0.86
average,transport,2.179618644246936,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,1128.807058906334,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,0.86
sum total,transport,0.30427498913195344,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,157.58158267152564,Phosphate Transport System,0.01,Pi/s,phosphate_tport,0.86
sum total,synthesis,28.542846303968872,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,14782.111758055049,Ribosome (50S + 30S),15.0,AA/s,ribosome,0.86
sum total,synthesis,314.6638066180302,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,162961.8681370249,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,0.86
sum total,energy production,9.67595974740153,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,5011.102145501274,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,0.86
sum total,energy production,4.668321666670164,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,2417.686444595145,respiratory complex,5000.0,protons/s,proton_gradient,0.86
sum total,synthesis,4.216080132148804,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,2183.4741717988086,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.86
sum total,synthesis,0.041145606107453304,glucose,schmidt_2016,Schmidt et al. 2016,0.58,24.03454747797113,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.97
sum total,synthesis,7.704411732446543,glucose,schmidt_2016,Schmidt et al. 2016,0.58,4500.408842920929,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.97
sum total,synthesis,0.2904915109303034,glucose,schmidt_2016,Schmidt et al. 2016,0.58,169.68596824576187,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.97
sum total,synthesis,1.0680198529522642,glucose,schmidt_2016,Schmidt et al. 2016,0.58,623.866708784418,σ-70 (RpoD),40.0,nt/s,sigma70,0.97
sum total,synthesis,2.561269832542931,glucose,schmidt_2016,Schmidt et al. 2016,0.58,1496.1247923626322,all σ-factors,40.0,nt/s,all_sigma,0.97
sum total,synthesis,32.337738678167966,glucose,schmidt_2016,Schmidt et al. 2016,0.58,18889.572645032968,tRNA ligases,20.0,AA/s,trna,0.97
average,transport,4.665866089104266,glucose,schmidt_2016,Schmidt et al. 2016,0.58,2725.4910220928314,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.97
sum total,transport,69.987991336564,glucose,schmidt_2016,Schmidt et al. 2016,0.58,40882.36533139247,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.97
sum total,transport,29.553631149601028,glucose,schmidt_2016,Schmidt et al. 2016,0.58,17263.280777941047,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.97
sum total,transport,0.018954056032331856,glucose,schmidt_2016,Schmidt et al. 2016,0.58,11.071708566390138,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,0.97
sum total,transport,1.7847029281457978,glucose,schmidt_2016,Schmidt et al. 2016,0.58,1042.5056602295174,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.97
sum total,transport,0.05384050699039193,glucose,schmidt_2016,Schmidt et al. 2016,0.58,31.4500707103256,Xylose Transporters,200.0,xyl/sec,xylose_tport,0.97
sum total,transport,0.21920777846088144,glucose,schmidt_2016,Schmidt et al. 2016,0.58,128.04671646346853,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.97
sum total,transport,0.3189225949788012,glucose,schmidt_2016,Schmidt et al. 2016,0.58,186.29353109534708,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,0.97
sum total,transport,0.029117825209089516,glucose,schmidt_2016,Schmidt et al. 2016,0.58,17.008711710686296,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,0.97
average,transport,2.0588843365120475,glucose,schmidt_2016,Schmidt et al. 2016,0.58,1202.6643430241286,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,0.97
sum total,transport,0.3428211873673935,glucose,schmidt_2016,Schmidt et al. 2016,0.58,200.25351146166503,Phosphate Transport System,0.01,Pi/s,phosphate_tport,0.97
sum total,synthesis,34.045275445274456,glucose,schmidt_2016,Schmidt et al. 2016,0.58,19887.002926949954,Ribosome (50S + 30S),15.0,AA/s,ribosome,0.97
sum total,synthesis,416.08603073689056,glucose,schmidt_2016,Schmidt et al. 2016,0.58,243049.99747846284,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,0.97
sum total,energy production,7.9729137914147,glucose,schmidt_2016,Schmidt et al. 2016,0.58,4657.250024634234,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,0.97
sum total,energy production,4.333613508744573,glucose,schmidt_2016,Schmidt et al. 2016,0.58,2531.410993317003,respiratory complex,5000.0,protons/s,proton_gradient,0.97
sum total,synthesis,3.057646343418636,glucose,schmidt_2016,Schmidt et al. 2016,0.58,1786.0751891665016,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.97
sum total,synthesis,0.0385803821799563,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,20.212802349429627,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.87
sum total,synthesis,8.364262717542966,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,4382.154337398806,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.87
sum total,synthesis,0.37116060935325906,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,194.45623948870337,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.87
sum total,synthesis,1.0596904353998842,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,555.186654772095,σ-70 (RpoD),40.0,nt/s,sigma70,0.87
sum total,synthesis,2.305857698687396,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,1208.0711303501087,all σ-factors,40.0,nt/s,all_sigma,0.87
sum total,synthesis,27.9310525639048,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,14633.469472965622,tRNA ligases,20.0,AA/s,trna,0.87
average,transport,5.6936431308687165,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,2982.979347265953,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.87
sum total,transport,85.40464696303077,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,44744.690208989305,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.87
sum total,transport,23.69884398006185,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,12416.156144970124,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.87
sum total,transport,0.5778092094883461,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,302.7223341798774,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,0.87
sum total,transport,10.562238789840244,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,5533.704773340362,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.87
sum total,transport,0.08427318183383174,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,44.15189978729013,Xylose Transporters,200.0,xyl/sec,xylose_tport,0.87
sum total,transport,0.4886051499940244,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,255.9870785539693,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.87
sum total,transport,0.30436963013389223,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,159.46351040196805,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,0.87
sum total,transport,0.0011953642813309468,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,0.6262680820892217,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,0.87
average,transport,1.9956606676820152,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,1045.5545630479555,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,0.87
sum total,transport,0.272543056143456,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,142.7891227163426,Phosphate Transport System,0.01,Pi/s,phosphate_tport,0.87
sum total,synthesis,29.51998277275825,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,15465.932254406867,Ribosome (50S + 30S),15.0,AA/s,ribosome,0.87
sum total,synthesis,342.54538150461815,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,179464.32100561052,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,0.87
sum total,energy production,9.928232517075829,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,5201.540010951267,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,0.87
sum total,energy production,4.336535608517617,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,2271.9717168008992,respiratory complex,5000.0,protons/s,proton_gradient,0.87
sum total,synthesis,3.160842000909356,glycerol,schmidt_2016,Schmidt et al. 2016,0.47,1656.0093760644245,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.87
sum total,synthesis,0.03655788193943301,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,43.81016144281386,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,1.99
sum total,synthesis,8.090576673359296,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,9695.569092666965,RNA polymerase (core enzyme),40.0,nt/s,rnap,1.99
sum total,synthesis,0.40763175626894665,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,488.49692881406776,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,1.99
sum total,synthesis,1.0584313245332169,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,1268.4008138314675,σ-70 (RpoD),40.0,nt/s,sigma70,1.99
sum total,synthesis,2.476186514113095,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,2967.407442409823,all σ-factors,40.0,nt/s,all_sigma,1.99
sum total,synthesis,25.718640534055158,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,30820.65300591995,tRNA ligases,20.0,AA/s,trna,1.99
average,transport,4.4223603865377425,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,5299.659395298327,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,1.99
sum total,transport,66.33540579806613,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,79494.8909294749,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,1.99
sum total,transport,15.391672135675732,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,18445.041270606813,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,1.99
sum total,transport,0.687980360946591,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,824.4605289904539,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,1.99
sum total,transport,7.94149164576692,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,9516.908875470872,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,1.99
sum total,transport,0.05825895495721297,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,69.81624992371498,Xylose Transporters,200.0,xyl/sec,xylose_tport,1.99
sum total,transport,0.4423700151254213,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,530.1264939859722,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,1.99
sum total,transport,0.26515061642793664,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,317.7506654136779,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,1.99
sum total,transport,0.0014474274523531177,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,1.7345652154960245,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,1.99
average,transport,0.7630204279295231,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,914.3868943813259,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,1.99
sum total,transport,0.28984734733371176,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,347.3466844030788,Phosphate Transport System,0.01,Pi/s,phosphate_tport,1.99
sum total,synthesis,37.88417334239954,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,45399.55988171809,Ribosome (50S + 30S),15.0,AA/s,ribosome,1.99
sum total,synthesis,400.4539635327275,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,479895.219910423,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,1.99
sum total,energy production,11.00871254399447,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,13192.598921047005,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,1.99
sum total,energy production,4.323814242196174,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,5181.563863934567,respiratory complex,5000.0,protons/s,proton_gradient,1.99
sum total,synthesis,4.150317291191019,glycerol_pAA,schmidt_2016,Schmidt et al. 2016,1.27,4973.648934782911,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,1.99
sum total,synthesis,0.034808771705702346,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,80.28385609009626,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,3.83
sum total,synthesis,9.63378525636782,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,22219.612793703414,RNA polymerase (core enzyme),40.0,nt/s,rnap,3.83
sum total,synthesis,0.30489928340169575,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,703.2276346190396,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,3.83
sum total,synthesis,1.4251568761540472,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,3287.018873240475,σ-70 (RpoD),40.0,nt/s,sigma70,3.83
sum total,synthesis,3.4128077758474706,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,7871.388587216779,all σ-factors,40.0,nt/s,all_sigma,3.83
sum total,synthesis,26.311032701332138,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,60684.44990920269,tRNA ligases,20.0,AA/s,trna,3.83
average,transport,3.79531772317036,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,8753.619474980922,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,3.83
sum total,transport,56.9297658475554,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,131304.29212471383,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,3.83
sum total,transport,11.711243114712476,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,27011.11561209384,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,3.83
sum total,transport,0.13524798960484247,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,311.9394796723384,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,3.83
sum total,transport,5.876084355995445,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,13552.753736861152,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,3.83
sum total,transport,0.044724295449614024,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,103.1532778566715,Xylose Transporters,200.0,xyl/sec,xylose_tport,3.83
sum total,transport,0.7603130226434385,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,1753.6057235634155,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,3.83
sum total,transport,0.3150052540080989,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,726.5363079808835,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,3.83
sum total,transport,0.00028669420160009,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,0.6612389606196893,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,3.83
average,transport,0.3535477057357109,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,815.4316207491929,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,3.83
sum total,transport,0.24770379018247773,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,571.3104619754115,Phosphate Transport System,0.01,Pi/s,phosphate_tport,3.83
sum total,synthesis,45.52912556598865,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,105009.55896266096,Ribosome (50S + 30S),15.0,AA/s,ribosome,3.83
sum total,synthesis,381.7493843058094,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,880476.7054469108,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,3.83
sum total,energy production,6.676480811700094,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,15398.808932606205,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,3.83
sum total,energy production,4.789336464500646,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,11046.250144472368,respiratory complex,5000.0,protons/s,proton_gradient,3.83
sum total,synthesis,3.819626847917998,lb_miller,schmidt_2016,Schmidt et al. 2016,1.9,8809.686672336118,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,3.83
sum total,synthesis,0.03656458408998935,mannose,schmidt_2016,Schmidt et al. 2016,0.47,19.156697508922683,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.87
sum total,synthesis,7.930779311324686,mannose,schmidt_2016,Schmidt et al. 2016,0.47,4155.046312113362,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.87
sum total,synthesis,0.36263614658775783,mannose,schmidt_2016,Schmidt et al. 2016,0.47,189.9901541033786,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.87
sum total,synthesis,0.8929186699663951,mannose,schmidt_2016,Schmidt et al. 2016,0.47,467.812592056774,σ-70 (RpoD),40.0,nt/s,sigma70,0.87
sum total,synthesis,1.8719017900500328,mannose,schmidt_2016,Schmidt et al. 2016,0.47,980.715554432273,all σ-factors,40.0,nt/s,all_sigma,0.87
sum total,synthesis,27.731835680412132,mannose,schmidt_2016,Schmidt et al. 2016,0.47,14529.096958667444,tRNA ligases,20.0,AA/s,trna,0.87
average,transport,6.078370495043813,mannose,schmidt_2016,Schmidt et al. 2016,0.47,3184.543399540384,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.87
sum total,transport,91.17555742565717,mannose,schmidt_2016,Schmidt et al. 2016,0.47,47768.15099310576,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.87
sum total,transport,24.52358692507438,mannose,schmidt_2016,Schmidt et al. 2016,0.47,12848.250520263418,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.87
sum total,transport,0.035860187548851216,mannose,schmidt_2016,Schmidt et al. 2016,0.47,18.787654299468837,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,0.87
sum total,transport,21.969445066907454,mannose,schmidt_2016,Schmidt et al. 2016,0.47,11510.099842783753,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.87
sum total,transport,0.17003705596080285,mannose,schmidt_2016,Schmidt et al. 2016,0.47,89.08479413664807,Xylose Transporters,200.0,xyl/sec,xylose_tport,0.87
sum total,transport,0.8310598464446268,mannose,schmidt_2016,Schmidt et al. 2016,0.47,435.4038883901902,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.87
sum total,transport,0.33125848248251305,mannose,schmidt_2016,Schmidt et al. 2016,0.47,173.55095659134335,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,0.87
sum total,transport,0.0011953395849617068,mannose,schmidt_2016,Schmidt et al. 2016,0.47,0.6262551433156277,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,0.87
average,transport,1.6635765130084252,mannose,schmidt_2016,Schmidt et al. 2016,0.47,871.5710252362962,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,0.87
sum total,transport,0.3926690536599206,mannose,schmidt_2016,Schmidt et al. 2016,0.47,205.7248145791837,Phosphate Transport System,0.01,Pi/s,phosphate_tport,0.87
sum total,synthesis,25.48748159957874,mannose,schmidt_2016,Schmidt et al. 2016,0.47,13353.2484347617,Ribosome (50S + 30S),15.0,AA/s,ribosome,0.87
sum total,synthesis,344.28828162838795,mannose,schmidt_2016,Schmidt et al. 2016,0.47,180377.45078105526,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,0.87
sum total,energy production,9.236523448702417,mannose,schmidt_2016,Schmidt et al. 2016,0.47,4839.143946103479,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,0.87
sum total,energy production,4.240003585873455,mannose,schmidt_2016,Schmidt et al. 2016,0.47,2221.3972386893056,respiratory complex,5000.0,protons/s,proton_gradient,0.87
sum total,synthesis,3.3152743388912937,mannose,schmidt_2016,Schmidt et al. 2016,0.47,1736.9186399858934,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.87
sum total,synthesis,0.04124615059216451,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,23.34812597340538,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.94
sum total,synthesis,7.4955541086835735,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,4242.993323194294,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.94
sum total,synthesis,0.3626608956643092,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,205.29072788690422,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.94
sum total,synthesis,0.9209899955009897,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,521.3429647732543,σ-70 (RpoD),40.0,nt/s,sigma70,0.94
sum total,synthesis,2.1843993483036286,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,1236.5185702955387,all σ-factors,40.0,nt/s,all_sigma,0.94
sum total,synthesis,24.139239350944965,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,13664.450940910716,tRNA ligases,20.0,AA/s,trna,0.94
average,transport,4.207867100177953,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,2381.938913663534,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.94
sum total,transport,63.118006502669296,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,35729.08370495301,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.94
sum total,transport,30.101276038853552,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,17039.369124761753,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.94
sum total,transport,0.044700063884205554,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,25.30327576280447,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,0.94
sum total,transport,1.464419074042935,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,828.9607764053363,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.94
sum total,transport,0.031486837453025295,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,17.823691103359124,Xylose Transporters,200.0,xyl/sec,xylose_tport,0.94
sum total,transport,0.0826529483141914,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,46.7871891463177,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.94
sum total,transport,0.4360364722289485,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,246.82629376169643,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,0.94
sum total,transport,0.008433974317774632,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,4.774202974114051,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,0.94
average,transport,1.2034227104674675,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,681.2190868688986,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,0.94
sum total,transport,0.16361910176482786,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,92.61953769781258,Phosphate Transport System,0.01,Pi/s,phosphate_tport,0.94
sum total,synthesis,31.319456287564776,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,17728.94198178922,Ribosome (50S + 30S),15.0,AA/s,ribosome,0.94
sum total,synthesis,361.79050951471476,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,204798.0301399756,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,0.94
sum total,energy production,6.242813733392919,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,3533.857084434263,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,0.94
sum total,energy production,4.476864203659554,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,2534.209566037157,respiratory complex,5000.0,protons/s,proton_gradient,0.94
sum total,synthesis,3.7140411570706875,osmotic_stress_glucose,schmidt_2016,Schmidt et al. 2016,0.55,2102.3998497006905,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.94
sum total,synthesis,0.037307041862377356,pH6,schmidt_2016,Schmidt et al. 2016,0.63,22.915626621714118,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,1.02
sum total,synthesis,7.612415769724605,pH6,schmidt_2016,Schmidt et al. 2016,0.63,4675.880712058721,RNA polymerase (core enzyme),40.0,nt/s,rnap,1.02
sum total,synthesis,0.26114929303664147,pH6,schmidt_2016,Schmidt et al. 2016,0.63,160.40938635199882,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,1.02
sum total,synthesis,1.141584124202792,pH6,schmidt_2016,Schmidt et al. 2016,0.63,701.2111987868198,σ-70 (RpoD),40.0,nt/s,sigma70,1.02
sum total,synthesis,2.4676024523157842,pH6,schmidt_2016,Schmidt et al. 2016,0.63,1515.7100007202566,all σ-factors,40.0,nt/s,all_sigma,1.02
sum total,synthesis,28.873151908569955,pH6,schmidt_2016,Schmidt et al. 2016,0.63,17735.160320927644,tRNA ligases,20.0,AA/s,trna,1.02
average,transport,4.189034603073693,pH6,schmidt_2016,Schmidt et al. 2016,0.63,2573.089370730397,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,1.02
sum total,transport,62.83551904610538,pH6,schmidt_2016,Schmidt et al. 2016,0.63,38596.340560955956,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,1.02
sum total,transport,27.297852128743365,pH6,schmidt_2016,Schmidt et al. 2016,0.63,16767.54188296784,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,1.02
sum total,transport,0.06240553882306349,pH6,schmidt_2016,Schmidt et al. 2016,0.63,38.33222778883381,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,1.02
sum total,transport,1.624398951105644,pH6,schmidt_2016,Schmidt et al. 2016,0.63,997.7773093229353,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,1.02
sum total,transport,0.027294142245331377,pH6,schmidt_2016,Schmidt et al. 2016,0.63,16.765263109341326,Xylose Transporters,200.0,xyl/sec,xylose_tport,1.02
sum total,transport,0.12481107764612695,pH6,schmidt_2016,Schmidt et al. 2016,0.63,76.66445557766761,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,1.02
sum total,transport,0.32156739431756914,pH6,schmidt_2016,Schmidt et al. 2016,0.63,197.52084255520094,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,1.02
sum total,transport,0.02490921719476844,pH6,schmidt_2016,Schmidt et al. 2016,0.63,15.300337206583347,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,1.02
average,transport,1.9023752153323679,pH6,schmidt_2016,Schmidt et al. 2016,0.63,1168.5225617666151,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,1.02
sum total,transport,0.2814211559664264,pH6,schmidt_2016,Schmidt et al. 2016,0.63,172.86125652544163,Phosphate Transport System,0.01,Pi/s,phosphate_tport,1.02
